timecode,blendShapeCount,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileLeft,mouthSmileRight,mouthFrownLeft,mouthFrownRight,mouthDimpleLeft,mouthDimpleRight,mouthStretchLeft,mouthStretchRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressLeft,mouthPressRight,mouthLowerDownLeft,mouthLowerDownRight,mouthUpperUpLeft,mouthUpperUpRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,tongueOut,headYaw,headPitch,headRoll,leftEyeYaw,leftEyePitch,leftEyeRoll,rightEyeYaw,rightEyePitch,rightEyeRoll
00:00:01:01,51,0.16022134,0.30627158,0.02176408,0.18505237,0.03147232,0.34907317,0.00556022,0.17575751,0.27379084,0.17657501,0.01597509,0.02363748,0.28522784,0.00185923,0.00003305,0.00002875,0.00145405,0.00853394,0.00604233,0.00178706,0.14748926,0.00037300,0.00407428,0.00030442,0.00023453,0.00028169,0.00047275,0.00319842,0.00063077,0.00096666,0.00320628,0.00605381,0.00226165,0.01285665,0.00840420,0.01280905,0.00652597,0.00011494,0.00012777,0.00025249,0.00024330,0.00000028,0.09206936,0.00367776,0.08085889,0.03250546,0.00000925,0.00000008,0.00000013,0.00000107,0.00000028,0,0.0048157911087792415,0.012602042739692206,-0.04546153112279318,0.4729645848274231,0.4030803143978119,0,0.4729645848274231,0.4030803143978119,0
00:00:01:02,51,0.14302276,0.23721777,0.01881987,0.20018850,0.03890022,0.30990964,0.00618546,0.14984396,0.22531930,0.19050285,0.01503844,0.03200782,0.28311208,0.00226591,0.00003349,0.00003127,0.00149803,0.00898057,0.00620901,0.00222230,0.12339408,0.00044281,0.00445643,0.00042026,0.00038659,0.00009233,0.00013116,0.00252193,0.00115030,0.00091176,0.00161366,0.00363464,0.00325736,0.00667724,0.00706381,0.01137255,0.00905039,0.00012946,0.00010241,0.00018304,0.00022956,0.00000020,0.12197154,0.00306941,0.06444506,0.02483091,0.00000856,0.00000005,0.00000010,0.00000083,0.00000020,0,0.006317675275179645,0.008255102914211393,-0.03839161270894114,0.4723964333534241,0.4029132127761841,0,0.4723964333534241,0.4029132127761841,0
00:00:01:03,51,0.12661827,0.23180981,0.01713523,0.21022263,0.03854509,0.31989893,0.00672771,0.12163508,0.22733805,0.19786844,0.01478280,0.03153627,0.26130822,0.00321405,0.00004508,0.00003528,0.00225774,0.01310561,0.00855917,0.00409263,0.17789775,0.00035644,0.00651166,0.00036295,0.00025534,0.00002942,0.00003877,0.00383098,0.00128286,0.00072935,0.00060904,0.00352782,0.00548150,0.00248208,0.00359206,0.01295619,0.00674276,0.00021809,0.00019519,0.00009348,0.00009326,0.00000017,0.11706091,0.00226550,0.05837606,0.02915892,0.00001125,0.00000004,0.00000011,0.00000070,0.00000017,0,0.0030531238581914776,-0.00919705613299497,-0.04136160394267544,0.4726632237434387,0.4027233123779297,0,0.4726632237434387,0.4027233123779297,0
00:00:01:04,51,0.10045913,0.30721119,0.02648074,0.16109701,0.02768641,0.24694911,0.00949238,0.08710932,0.27791402,0.15218960,0.01871824,0.02303535,0.20381479,0.00458536,0.00003239,0.00002996,0.00257138,0.01041441,0.00702626,0.00379756,0.28465831,0.00028952,0.00856660,0.00022583,0.00014216,0.00004449,0.00006134,0.00355486,0.00083268,0.00075095,0.00061879,0.00389008,0.00386716,0.00466350,0.00515483,0.00928781,0.00439099,0.00013709,0.00011964,0.00012586,0.00010969,0.00000016,0.10498630,0.00305995,0.07763989,0.03355396,0.00000835,0.00000004,0.00000011,0.00000076,0.00000016,0,0.008570338581279978,-0.0020919894036999817,-0.04122834575917415,0.4738393723964691,0.4033784568309784,0,0.4738393723964691,0.4033784568309784,0
00:00:01:05,51,0.12668310,0.20657240,0.01500716,0.19860053,0.04205850,0.32648170,0.00722214,0.09784376,0.21282567,0.19686040,0.01888263,0.03688355,0.22111781,0.00393071,0.00002791,0.00003575,0.00199569,0.00966922,0.00611708,0.00338201,0.31583005,0.00046022,0.00538791,0.00013381,0.00009076,0.00010555,0.00014561,0.00202350,0.00064523,0.00069438,0.00081462,0.00457746,0.00347056,0.00883369,0.00962839,0.00663354,0.00383089,0.00011500,0.00009889,0.00016854,0.00017571,0.00000022,0.09880899,0.00369371,0.08010858,0.03346310,0.00000832,0.00000007,0.00000011,0.00000093,0.00000022,0,0.006701876205758834,-0.0009344962399498809,-0.04430111303555355,0.4740104675292969,0.4033101797103882,0,0.4740104675292969,0.4033101797103882,0
00:00:01:06,51,0.11940111,0.26262254,0.02101516,0.17730528,0.03375117,0.29703543,0.00849180,0.09308556,0.24604477,0.17167528,0.01846253,0.02922433,0.22540402,0.00416146,0.00004070,0.00003441,0.00194428,0.01069110,0.00836637,0.00365878,0.25325605,0.00031778,0.00798571,0.00033264,0.00018479,0.00004412,0.00007788,0.00653654,0.00050710,0.00062946,0.00117418,0.00356136,0.00370078,0.00485872,0.00548539,0.01348658,0.00355090,0.00013068,0.00016091,0.00019927,0.00013625,0.00000023,0.12750103,0.00299444,0.06358343,0.02644770,0.00001020,0.00000005,0.00000016,0.00000099,0.00000023,0,0.005486572850773331,0.001293723397664969,-0.04478964699352827,0.474547803401947,0.40339046716690063,0,0.474547803401947,0.40339046716690063,0
00:00:01:07,51,0.09602261,0.20147666,0.01683476,0.22013862,0.04308933,0.31570068,0.00963176,0.07358823,0.19810449,0.20519534,0.01322740,0.03603164,0.18696348,0.00474660,0.00003633,0.00003487,0.00172204,0.01164252,0.00814539,0.00351537,0.18245892,0.00052507,0.00437065,0.00034381,0.00029704,0.00005454,0.00007575,0.00302963,0.00134751,0.00069924,0.00094490,0.00441867,0.00337861,0.00515186,0.00597059,0.01151559,0.00809423,0.00017079,0.00014616,0.00015123,0.00017027,0.00000020,0.09859581,0.00389797,0.06918569,0.03319575,0.00001035,0.00000006,0.00000012,0.00000078,0.00000020,0,-0.002131316776690378,0.009284947294348629,-0.04665930763046084,0.4756869673728943,0.4039836525917053,0,0.4756869673728943,0.4039836525917053,0
00:00:01:08,51,0.68850458,0.77119988,0.02686480,0.24005516,0.00329680,0.53898752,0.00052848,0.58507943,0.76752698,0.24096982,0.01009001,0.00309284,0.47065321,0.00021106,0.00005381,0.00002233,0.00179679,0.00431865,0.00294781,0.00328572,0.24705391,0.00057771,0.00553432,0.00190308,0.00115593,0.00013148,0.00018349,0.00790294,0.00135898,0.00127771,0.00356369,0.00271278,0.00087742,0.01037804,0.01324061,0.01716650,0.00595925,0.00015749,0.00025509,0.00096107,0.00072411,0.00000028,0.03298290,0.03194509,0.17791922,0.05743564,0.00001046,0.00000012,0.00000017,0.00000267,0.00000028,0,0.015678264126986172,-0.0021728039275699792,-0.056186723082228024,0.4752519130706787,0.4167690575122833,0,0.4752519130706787,0.4167690575122833,0
00:00:01:09,51,0.61783886,0.81313336,0.03370162,0.12405230,0.00308269,0.55313510,0.00065380,0.60176843,0.79097736,0.13321650,0.03459027,0.00184154,0.41500828,0.00017222,0.00008301,0.00001184,0.00217149,0.00393210,0.00200773,0.00247934,0.10729114,0.00029378,0.00662829,0.00315619,0.00252494,0.00042795,0.00042461,0.00231597,0.00196143,0.00342998,0.00416737,0.00241708,0.00070999,0.00800048,0.01814167,0.01446455,0.01193270,0.00032081,0.00033252,0.00156068,0.00194018,0.00000042,0.03486710,0.02763722,0.15412049,0.07220967,0.00001827,0.00000013,0.00000011,0.00000234,0.00000042,0,0.02306515090650407,-0.0075071566465203235,-0.05026972386218969,0.47084036469459534,0.41840705275535583,0,0.47084036469459534,0.41840705275535583,0
00:00:02:00,51,0.24866778,0.40082267,0.01373894,0.25221500,0.02240783,0.35923898,0.00327657,0.25024083,0.36855254,0.24375303,0.01261783,0.01715486,0.28652146,0.00133587,0.00006201,0.00002403,0.00222408,0.00896469,0.00661837,0.00395051,0.24069990,0.00026120,0.00642189,0.00056224,0.00033420,0.00018930,0.00025572,0.00332625,0.00063336,0.00166474,0.00166165,0.00315306,0.00172103,0.00388609,0.00639313,0.00986754,0.00367977,0.00022889,0.00026112,0.00032334,0.00025364,0.00000027,0.06841794,0.00644722,0.10899693,0.03969382,0.00001251,0.00000007,0.00000012,0.00000126,0.00000027,0,0.024514496248132414,-0.0035143663120378987,-0.049221023698905776,0.4745925962924957,0.40602269768714905,0,0.4745925962924957,0.40602269768714905,0
00:00:02:01,51,0.14124490,0.24397093,0.01398769,0.22203118,0.03739011,0.34043264,0.00548428,0.14950792,0.23262224,0.22013904,0.01433279,0.02991327,0.29173121,0.00234179,0.00003605,0.00002432,0.00166229,0.01034317,0.00729212,0.00131564,0.06485541,0.00031131,0.00382005,0.00048108,0.00033446,0.00042262,0.00058611,0.00271587,0.00073806,0.00193929,0.00234190,0.00761856,0.00312163,0.01284687,0.00777706,0.02065230,0.00972105,0.00013509,0.00013310,0.00018316,0.00018836,0.00000034,0.09476182,0.00404696,0.07604247,0.03220281,0.00001141,0.00000008,0.00000014,0.00000079,0.00000034,0,0.009221615138189742,-0.0039804485762681115,-0.04816932792124176,0.47423094511032104,0.4036179482936859,0,0.47423094511032104,0.4036179482936859,0
00:00:02:02,51,0.13520153,0.18705693,0.01220561,0.29153472,0.04854525,0.36979914,0.00670900,0.12729608,0.18969551,0.26967531,0.00851418,0.03979500,0.25057945,0.00282897,0.00005975,0.00002598,0.00146303,0.00729635,0.00504885,0.00343576,0.19377716,0.00025985,0.00519786,0.00070855,0.00042134,0.00019279,0.00033598,0.00506172,0.00040521,0.00142272,0.00365284,0.00270594,0.00162776,0.00392273,0.00646658,0.01297716,0.00356830,0.00017740,0.00025745,0.00029507,0.00021975,0.00000031,0.09052186,0.00343032,0.07876767,0.03897224,0.00001247,0.00000007,0.00000017,0.00000161,0.00000031,0,-0.0038112085388901447,-8.818122567608927e-05,-0.04768594037784652,0.4751770496368408,0.40314781665802,0,0.4751770496368408,0.40314781665802,0
00:00:02:03,51,0.14367922,0.23631792,0.01327016,0.24485561,0.03830072,0.34092936,0.00640746,0.12653559,0.23340401,0.23758285,0.01266442,0.03207588,0.26831010,0.00282632,0.00003622,0.00003313,0.00107649,0.00669401,0.00422506,0.00238642,0.19181503,0.00035497,0.00433137,0.00031354,0.00024846,0.00033598,0.00055799,0.00211182,0.00045717,0.00111756,0.00359942,0.00368618,0.00192463,0.01010396,0.01204600,0.00859583,0.00486529,0.00010673,0.00011752,0.00034049,0.00037164,0.00000032,0.13058890,0.00320668,0.05244388,0.02661685,0.00000875,0.00000009,0.00000013,0.00000125,0.00000032,0,0.0021642605132706884,0.0035187323660019914,-0.04703191523832242,0.47404012084007263,0.4029630124568939,0,0.47404012084007263,0.4029630124568939,0
00:00:02:04,51,0.11708534,0.20384198,0.01019821,0.28439918,0.04336104,0.37508231,0.00747214,0.08763255,0.20047922,0.27683806,0.01059733,0.03712503,0.25939167,0.00405301,0.00005217,0.00002845,0.00138607,0.00930581,0.00656582,0.00223872,0.09346581,0.00026211,0.00546995,0.00078590,0.00055225,0.00013726,0.00026697,0.00575881,0.00053096,0.00100311,0.00437932,0.00399497,0.00296399,0.00602282,0.00792104,0.01819827,0.00645067,0.00013768,0.00017989,0.00030040,0.00023807,0.00000039,0.12793860,0.00271370,0.06415765,0.02634555,0.00001318,0.00000008,0.00000020,0.00000107,0.00000039,0,-0.012111313360248517,-0.00324280863722011,-0.0488359104796848,0.47397488355636597,0.4032822549343109,0,0.47397488355636597,0.4032822549343109,0
00:00:02:05,51,0.10329028,0.21386395,0.01225737,0.23627192,0.04308521,0.38419217,0.00970342,0.09359813,0.21835421,0.22716181,0.01520723,0.03279055,0.20182075,0.00410899,0.00002843,0.00004471,0.00150907,0.00865913,0.00528052,0.00318463,0.34762284,0.00080007,0.00296260,0.00011665,0.00009326,0.00022661,0.00041245,0.00221441,0.00048481,0.00045765,0.00250063,0.00642303,0.00221449,0.01611892,0.01577527,0.00745310,0.00416861,0.00011402,0.00012276,0.00025759,0.00023606,0.00000037,0.10721295,0.00357310,0.07345396,0.03229433,0.00000933,0.00000011,0.00000016,0.00000148,0.00000037,0,-0.0010768558374503268,-0.011387856924495114,-0.04808582786538365,0.471430242061615,0.40362250804901123,0,0.471430242061615,0.40362250804901123,0
00:00:02:06,51,0.09624887,0.22135453,0.01450011,0.22666572,0.03949259,0.34433886,0.00950614,0.08737856,0.21736152,0.21325614,0.01361141,0.03045072,0.18325172,0.00441718,0.00001828,0.00004390,0.00186397,0.01167438,0.00694620,0.00132293,0.21005844,0.00048673,0.00519918,0.00005760,0.00003353,0.00016582,0.00037795,0.00670845,0.00044499,0.00020925,0.00192180,0.02042536,0.00578360,0.04368405,0.01168414,0.01706861,0.00488166,0.00007793,0.00011730,0.00016084,0.00010669,0.00000036,0.07221875,0.00674609,0.09319601,0.04242253,0.00000829,0.00000010,0.00000028,0.00000128,0.00000036,0,0.006228625855923775,-0.004872923051197765,-0.04181208664178456,0.4718905985355377,0.4043271839618683,0,0.4718905985355377,0.4043271839618683,0
00:00:02:07,51,0.10847714,0.28977412,0.02365030,0.18734275,0.02911757,0.29025382,0.00844511,0.08375883,0.26174834,0.17744002,0.01396423,0.02480687,0.20645088,0.00447266,0.00003787,0.00002263,0.00145509,0.00570399,0.00330514,0.00217189,0.14401831,0.00026576,0.00520544,0.00043710,0.00028600,0.00031948,0.00049377,0.00281684,0.00044952,0.00155561,0.00265159,0.00365788,0.00186620,0.00827314,0.01017891,0.01320783,0.00500294,0.00012041,0.00014106,0.00032967,0.00027931,0.00000030,0.09046783,0.00480928,0.07745972,0.03443093,0.00000853,0.00000008,0.00000015,0.00000137,0.00000030,0,0.010294765986355162,0.00017624458874344138,-0.04269553673349886,0.47106966376304626,0.40369075536727905,0,0.47106966376304626,0.40369075536727905,0
00:00:02:08,51,0.12391277,0.26094252,0.01715521,0.19864622,0.03449307,0.32398611,0.00686413,0.11810128,0.24298336,0.19149058,0.01553385,0.02492462,0.19492039,0.00296459,0.00003064,0.00003211,0.00154606,0.00861442,0.00562681,0.00194877,0.13476108,0.00029724,0.00550169,0.00027128,0.00017136,0.00031989,0.00049539,0.00324226,0.00048348,0.00112150,0.00205592,0.00786816,0.00259333,0.01681955,0.01082409,0.01692035,0.00618347,0.00011654,0.00013163,0.00022105,0.00018388,0.00000032,0.07226706,0.00579744,0.09689512,0.04308023,0.00001032,0.00000009,0.00000018,0.00000116,0.00000032,0,-0.014066811642357853,-0.011669435428226507,-0.039228996621426745,0.46966665983200073,0.4034990072250366,0,0.46966665983200073,0.4034990072250366,0
00:00:02:09,51,0.09716505,0.32361293,0.01102274,0.26958427,0.02679642,0.28396550,0.00945600,0.07740460,0.29491147,0.26326433,0.01133329,0.01896627,0.16751903,0.00470917,0.00004590,0.00002256,0.00240466,0.01130554,0.00862832,0.00303510,0.13178591,0.00032946,0.00556043,0.00061210,0.00050057,0.00015589,0.00017616,0.00169592,0.00128984,0.00187242,0.00101182,0.00446446,0.00248845,0.00589537,0.00814032,0.01118314,0.00908510,0.00019941,0.00014747,0.00021316,0.00025526,0.00000027,0.10608489,0.00536933,0.06512249,0.03045909,0.00001280,0.00000007,0.00000013,0.00000075,0.00000027,0,0.004452099025961495,-0.013134878945329161,-0.03834125720701229,0.46857699751853943,0.4044538736343384,0,0.46857699751853943,0.4044538736343384,0
00:00:03:00,51,0.07518697,0.23918141,0.00806243,0.29383203,0.04062646,0.33704579,0.01167641,0.08514892,0.23481598,0.27191234,0.01051053,0.02544288,0.19794056,0.00455080,0.00018556,0.00019671,0.00463532,0.19925354,0.01522487,0.03623934,0.07707075,0.00056061,0.00190122,0.00038971,0.00053796,0.00001557,0.00002939,0.00613629,0.00268438,0.00011931,0.00179260,0.00480995,0.01380070,0.00060360,0.00838318,0.00709937,0.00763345,0.00558004,0.00716848,0.00224052,0.00243030,0.00000071,0.05185601,0.00815727,0.10899089,0.04016775,0.00004521,0.00000017,0.00000030,0.00000097,0.00000071,0,0.0007224808901579541,-0.027441770582554884,-0.041954926405145074,0.4674956202507019,0.4041229784488678,0,0.4674956202507019,0.4041229784488678,0
00:00:03:01,51,0.05959842,0.24851945,0.00917893,0.29123670,0.03323183,0.24981092,0.01197410,0.04697749,0.24559522,0.28872105,0.00902953,0.02670004,0.17058469,0.00835163,0.00019592,0.00019152,0.00364198,0.28446940,0.01286571,0.01210539,0.01319023,0.00016824,0.00222200,0.00218226,0.00261287,0.00020029,0.00034035,0.00398348,0.00138694,0.00092076,0.00614677,0.00337346,0.00637464,0.00146283,0.02397347,0.01228837,0.01198479,0.00708369,0.00817891,0.02128356,0.02069381,0.00000145,0.05643652,0.01658121,0.06643133,0.03187579,0.00006720,0.00000035,0.00000034,0.00000110,0.00000145,0,0.012709928686401114,-0.027598906312835063,-0.03736463147159547,0.46640151739120483,0.4027225375175476,0,0.46640151739120483,0.4027225375175476,0
00:00:03:02,51,0.09351871,0.31919795,0.01302551,0.24922903,0.02822930,0.34998995,0.00895711,0.09160782,0.31290099,0.23252708,0.01194309,0.02054303,0.25985613,0.00456005,0.00011458,0.00011273,0.01303469,0.29496577,0.01385896,0.01803927,0.06302197,0.00012964,0.00349810,0.00026449,0.00027601,0.00020800,0.00033066,0.00201700,0.00109367,0.00047329,0.00220780,0.00398845,0.00726421,0.00147018,0.01451873,0.00352769,0.00468534,0.00413095,0.00375222,0.00410567,0.00406255,0.00000095,0.06870005,0.00826715,0.06561127,0.02875169,0.00003645,0.00000024,0.00000023,0.00000090,0.00000095,0,0.021098299324119458,-0.016718117453385212,-0.0342085209783284,0.4657820761203766,0.4024519920349121,0,0.4657820761203766,0.4024519920349121,0
00:00:03:03,51,0.07518605,0.28198701,0.01401699,0.24164477,0.03123491,0.27551034,0.01074803,0.06116481,0.27613318,0.22729316,0.01123075,0.02467928,0.21180066,0.00710516,0.00012774,0.00016767,0.00806142,0.30884567,0.01302498,0.01613612,0.03936125,0.00012041,0.00300400,0.00049778,0.00049037,0.00027799,0.00055406,0.00365689,0.00073302,0.00053530,0.00494744,0.00396460,0.00678930,0.00174173,0.01938108,0.00577671,0.00469621,0.00444585,0.00516672,0.00930731,0.00694478,0.00000129,0.06034108,0.00726019,0.06989821,0.03277519,0.00004337,0.00000030,0.00000035,0.00000115,0.00000129,0,0.025281963073570224,-0.02021587696818022,-0.03905905902682481,0.4656900465488434,0.4019457995891571,0,0.4656900465488434,0.4019457995891571,0
