timecode,blendShapeCount,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileLeft,mouthSmileRight,mouthFrownLeft,mouthFrownRight,mouthDimpleLeft,mouthDimpleRight,mouthStretchLeft,mouthStretchRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressLeft,mouthPressRight,mouthLowerDownLeft,mouthLowerDownRight,mouthUpperUpLeft,mouthUpperUpRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,tongueOut,headYaw,headPitch,headRoll,leftEyeYaw,leftEyePitch,leftEyeRoll,rightEyeYaw,rightEyePitch,rightEyeRoll
00:00:03:287,61,0.66826409,0.63670963,0.99758165,0.01641274,0.59879239,0.31978049,0.76863474,0.7659848,0.44276588,0.54893629,0.00389421,0.28166716,0.87041329,0.67575623,0.1099885,0.17566709,0.51168328,0.98368694,0.72580642,0.81548461,0.34448998,0.33229794,0.31002716,0.15198714,0.02999381,0.71309231,0.41131655,0.20367951,0.95091422,0.60285969,0.03527907,0.78164633,0.83202291,0.04391729,0.52451906,0.67722395,0.25177918,0.0040391,0.40561703,0.53391392,0.21658769,0.58556167,0.87884723,0.5186994,0.29371852,0.72667499,0.41792769,0.19930543,0.82356124,0.26548271,0.59380781,0.39610467,0.05504149,0.38520432,0.52157335,0.96311968,0.19714267,0.4505911,0.0312658,0.62218565,0.3952925
00:00:03:319,61,0.26151653,0.52322079,0.29327025,0.9053765,0.72710343,0.77744118,0.18718519,0.26862942,0.06327807,0.69180381,0.89304274,0.90584211,0.32933565,0.94336226,0.53577107,0.39054846,0.16383289,0.36420228,0.78002989,0.17319519,0.76318018,0.66655149,0.96739956,0.40188655,0.99624794,0.60082952,0.96185443,0.15152032,0.80368256,0.59357851,0.52369071,0.37153814,0.00619304,0.13212908,0.99252994,0.96288092,0.05372254,0.35778402,0.16447172,0.35201905,0.79719406,0.15403992,0.45483952,0.04124862,0.54906344,0.25862987,0.14555134,0.06463216,0.0510959,0.10971748,0.65202745,0.10713241,0.47428123,0.159923,0.27325639,0.06529033,0.49244002,0.35705543,0.95350837,0.03253488,0.59599643
00:00:03:355,61,0.40387004,0.78120276,0.80042314,0.51347518,0.3929631,0.42230517,0.69138035,0.97559307,0.37099585,0.10297978,0.96696611,0.11619637,0.49456474,0.40263705,0.51318462,0.3349938,0.09318053,0.85952795,0.08297005,0.26209784,0.88218038,0.9571639,0.08450637,0.00583783,0.22793627,0.24467272,0.6934866,0.21928185,0.68928926,0.19703011,0.39374561,0.77068926,0.62125084,0.68617811,0.7446453,0.36283968,0.43851704,0.93719684,0.16293563,0.42937578,0.55993618,0.74006575,0.84042696,0.08358305,0.85757257,0.2067067,0.12162443,0.26832106,0.44977195,0.58117671,0.82032859,0.21505575,0.00517128,0.12949166,0.08184475,0.58065425,0.7882209,0.21990597,0.12050102,0.71827951,0.2249706
00:00:03:387,61,0.58610964,0.1960025,0.26572252,0.86319041,0.36542928,0.12562933,0.35367097,0.67420015,0.66634379,0.75674934,0.60833448,0.58439423,0.33245597,0.16362059,0.40547458,0.76643765,0.27193978,0.7842105,0.46116292,0.28043394,0.94439656,0.46017627,0.48852389,0.71332762,0.78592602,0.42046064,0.5881633,0.57907519,0.67336999,0.38386747,0.59109647,0.17948027,0.16020512,0.99074371,0.58253468,0.28047882,0.45186822,0.2392046,0.8190281,0.11669153,0.51326715,0.05741296,0.95467197,0.74335043,0.29210131,0.05607176,0.46818,0.1742967,0.48986616,0.78117846,0.7924645,0.33961643,0.98711674,0.64344116,0.26786465,0.07684445,0.3051384,0.29188154,0.79524081,0.16932247,0.77727173
00:00:03:418,61,0.06527003,0.96875636,0.82821148,0.30518221,0.57604376,0.29167632,0.71131539,0.04875945,0.46681424,0.52466261,0.04114588,0.33701495,0.59399647,0.7426056,0.7493068,0.71938751,0.68262914,0.60148945,0.09527885,0.02708071,0.05834536,0.57953344,0.90149005,0.40082103,0.12323664,0.90197127,0.34836554,0.35789296,0.47056636,0.62946572,0.21015138,0.22978493,0.60102041,0.58280641,0.37974245,0.55299268,0.92036581,0.35406041,0.60243795,0.86215386,0.40089726,0.9762378,0.3018277,0.39445509,0.99254142,0.46424857,0.90093027,0.9492373,0.63527175,0.55261522,0.65809652,0.9381654,0.65414732,0.38410106,0.37108162,0.59006162,0.53827057,0.21844154,0.25290364,0.37572629,0.37263231
00:00:03:455,61,0.73999353,0.6039212,0.65936913,0.32064867,0.28972589,0.34048439,0.57744128,0.620824,0.04949277,0.0663486,0.0383321,0.0357222,0.2233145,0.38118162,0.98068989,0.50812075,0.00381618,0.31398864,0.43806491,0.35777194,0.5324243,0.11590414,0.33782644,0.66737066,0.69933548,0.86108933,0.75107873,0.31811447,0.88452769,0.54211868,0.78863379,0.50220383,0.67059076,0.74047356,0.66259963,0.93061391,0.44427289,0.30449216,0.3974704,0.91284097,0.36987753,0.25410468,0.92118179,0.2383292,0.87714845,0.49753692,0.68472316,0.82427281,0.14250985,0.19898394,0.37100989,0.41605853,0.17881725,0.86677711,0.79966463,0.70689102,0.97307129,0.96529768,0.91997965,0.76937222,0.64081626
00:00:03:486,61,0.09449909,0.12327705,0.15815496,0.62447648,0.28105921,0.22954904,0.50248284,0.87628136,0.16261347,0.97918122,0.47268266,0.31628667,0.69855793,0.9329391,0.13821439,0.7640737,0.46145049,0.21268427,0.69779197,0.10934915,0.28248134,0.74529457,0.8849087,0.69387089,0.98855442,0.60142296,0.77949004,0.36171461,0.622235,0.86809298,0.663228,0.44077104,0.31092375,0.48784704,0.45849721,0.68983728,0.67894862,0.94300849,0.83484098,0.74469984,0.84008118,0.54201558,0.02324492,0.8955472,0.75192448,0.74077101,0.56810995,0.15208479,0.36163881,0.52625145,0.70632581,0.80028126,0.39875864,0.05735124,0.2644127,0.29288233,0.46709516,0.99137286,0.8205605,0.17088451,0.45323084
00:00:03:519,61,0.82302393,0.65980967,0.42623396,0.49010892,0.39859048,0.10414615,0.65353035,0.37330789,0.81492009,0.10871855,0.27006998,0.69453234,0.1859606,0.78609364,0.51417638,0.84924173,0.44799233,0.688729,0.04688889,0.05915026,0.74731336,0.87172462,0.20259474,0.25430592,0.78494957,0.93409165,0.0020754,0.1552631,0.3988927,0.62771469,0.99716734,0.2126643,0.07722306,0.46867575,0.8191457,0.41790417,0.60376394,0.3347103,0.8274633,0.85350943,0.94997432,0.96371495,0.16709537,0.71363357,0.16217703,0.36305102,0.79680661,0.13297405,0.25627699,0.1023683,0.63147164,0.69017063,0.46715212,0.31851475,0.91443045,0.30776264,0.04397776,0.06216493,0.72088853,0.53879173,0.5482434
00:00:03:554,61,0.58523367,0.15698254,0.70322523,0.58348745,0.93859599,0.00616861,0.23736291,0.83385085,0.80992147,0.1633885,0.96776021,0.72546515,0.6428187,0.33982059,0.19454153,0.27765785,0.40862974,0.62891131,0.68358478,0.15869122,0.26650817,0.44284502,0.47741853,0.86612238,0.34884157,0.81730612,0.99125038,0.50096337,0.42378115,0.50473692,0.08630239,0.79140463,0.19944581,0.19445335,0.20359602,0.89125438,0.26201695,0.34437758,0.41587231,0.27834463,0.82718844,0.15181833,0.49156505,0.90589969,0.18257214,0.10378088,0.89664249,0.38239378,0.12569838,0.83748264,0.77301714,0.87437501,0.82851398,0.02469622,0.86863729,0.37212295,0.99200255,0.71930541,0.88134426,0.5909844,0.8781833
00:00:03:587,61,0.45401032,0.42348093,0.96243522,0.09766463,0.58189003,0.81140991,0.92685601,0.75805453,0.18887097,0.70413331,0.15363827,0.65215037,0.61804493,0.37523231,0.91826684,0.7251804,0.356994,0.89429817,0.48183814,0.66344887,0.40391811,0.22997292,0.31806558,0.92867398,0.80722771,0.76373602,0.78619636,0.48367666,0.25664152,0.2434136,0.80128016,0.60007146,0.37425219,0.04209717,0.24593313,0.10344028,0.19363221,0.35207841,0.22065072,0.50057444,0.45805229,0.87989881,0.05851108,0.63111331,0.27639913,0.65564191,0.34677301,0.05059709,0.97097931,0.38508756,0.87793413,0.10788517,0.02652137,0.04630251,0.87641952,0.24139406,0.33824926,0.1184021,0.82719655,0.51904738,0.67366751
00:00:03:619,61,0.13374201,0.96786945,0.25262248,0.71212377,0.25971188,0.97309851,0.60044816,0.25650923,0.57134465,0.67293709,0.11483587,0.8353525,0.62172858,0.2353085,0.98723428,0.78122622,0.00416473,0.79330694,0.48061855,0.62924672,0.65112284,0.79435948,0.68119632,0.78595904,0.96819866,0.03858118,0.6292931,0.75384314,0.10732212,0.24901103,0.52341203,0.97955529,0.96894143,0.44670454,0.79670289,0.24330367,0.52510082,0.17785518,0.94614772,0.44542876,0.42175866,0.00394315,0.37389011,0.75011571,0.63463388,0.59111546,0.75943549,0.50551671,0.11108253,0.19959528,0.27022337,0.93080928,0.8599887,0.52242756,0.9974046,0.29541768,0.35572943,0.14659884,0.29658766,0.1248788,0.61490231
00:00:03:650,61,0.18072149,0.92496035,0.86840013,0.14033559,0.82466628,0.72830186,0.15454263,0.70840669,0.00641856,0.06378089,0.33007142,0.32465979,0.65395447,0.35121157,0.42387796,0.00600195,0.33366557,0.34510725,0.70724792,0.78964717,0.10874427,0.0306609,0.70098148,0.8703738,0.77938222,0.71465627,0.37490572,0.27581292,0.50378346,0.21223636,0.36571645,0.52614788,0.43578584,0.04323906,0.38959116,0.1590469,0.36496995,0.50632998,0.96427192,0.91629451,0.4522299,0.94217979,0.54841885,0.59547912,0.50660107,0.66977069,0.13854409,0.52012465,0.581518,0.66376984,0.38895243,0.48954977,0.11946931,0.559366,0.63099915,0.59259542,0.18064447,0.32125087,0.91435134,0.52343803,0.83105733
00:00:03:687,61,0.66196368,0.01035482,0.8314073,0.23107133,0.80613705,0.28276776,0.35330625,0.26892192,0.45083592,0.25138186,0.57638835,0.42801265,0.34392323,0.55006451,0.11326965,0.62149673,0.79570922,0.40241406,0.50527457,0.4125343,0.76228092,0.19686402,0.81452205,0.71717546,0.23099973,0.9221175,0.79987436,0.01954823,0.28555623,0.93964383,0.02904511,0.39895962,0.00983868,0.35355354,0.89770803,0.07598636,0.90170986,0.34216134,0.47454915,0.57457645,0.20907204,0.45417353,0.50320244,0.56503525,0.05146683,0.92982664,0.44179309,0.16837764,0.91065519,0.6080006,0.70463818,0.25475509,0.46107012,0.58057314,0.43857917,0.25927614,0.48425512,0.75406188,0.82660924,0.53115945,0.0281656
00:00:03:718,61,0.36912238,0.30453939,0.46440495,0.56158393,0.78084669,0.88114587,0.65444434,0.09785043,0.60152198,0.74494599,0.47262571,0.42962757,0.80041898,0.93621015,0.2251003,0.75515805,0.29367823,0.38184895,0.04996983,0.9943203,0.61598398,0.98352603,0.91354617,0.67088951,0.67806567,0.00605245,0.91690376,0.65737046,0.72219072,0.3727674,0.06369315,0.93572611,0.30932515,0.51745056,0.13355315,0.44173004,0.12266228,0.63814265,0.20239018,0.12547257,0.38461787,0.78286865,0.35371779,0.05740529,0.30315758,0.02193404,0.06103668,0.78650826,0.06296882,0.62769091,0.24515528,0.77160729,0.08312315,0.58437735,0.6560729,0.82589963,0.2884738,0.05411358,0.27893349,0.89273544,0.8006161
00:00:03:751,61,0.96929245,0.68889982,0.93027718,0.92129477,0.28924139,0.24647095,0.37247172,0.78585971,0.47469842,0.74673428,0.58038306,0.49386374,0.81598715,0.17632016,0.07773605,0.76803018,0.522316,0.55896106,0.52729525,0.61107635,0.03148866,0.17509527,0.62446132,0.5651092,0.38526569,0.83307579,0.61669979,0.73755479,0.30886936,0.86049608,0.88338099,0.9356588,0.56926315,0.25655721,0.0901139,0.68641117,0.47795693,0.20128339,0.06272646,0.19207122,0.14325575,0.79530091,0.40164063,0.57733855,0.61072416,0.87082132,0.66283081,0.73549802,0.13163831,0.52575266,0.36638905,0.74329662,0.21655155,0.47393609,0.59760771,0.96133246,0.08572005,0.14077166,0.02453449,0.90890715,0.16899553
00:00:03:788,61,0.09380309,0.37392199,0.74746119,0.69516592,0.06144279,0.32523224,0.47508222,0.79585401,0.57998955,0.93791372,0.28675048,0.03001238,0.67929895,0.84918083,0.68932797,0.63547302,0.18599208,0.27176218,0.29324932,0.62311735,0.11046941,0.71570781,0.01129768,0.05074012,0.09571077,0.74649727,0.03577627,0.28888207,0.72251967,0.54059243,0.02905188,0.7052128,0.1438037,0.34312961,0.02707703,0.615053,0.10749204,0.93022632,0.09540131,0.40594903,0.79059033,0.17091178,0.08510863,0.88202452,0.87707742,0.76166335,0.99194939,0.8330744,0.82657258,0.94883591,0.06194468,0.46736059,0.96661359,0.55084535,0.07780566,0.32171343,0.59596586,0.15509073,0.60159161,0.77275363,0.80560949
00:00:03:818,61,0.48401939,0.61662305,0.73952213,0.82318788,0.65475661,0.88645564,0.80281824,0.89915932,0.99698903,0.72060746,0.90368655,0.12479504,0.70454197,0.02201567,0.54001423,0.57314687,0.1114506,0.63814889,0.61802433,0.28336233,0.57283664,0.65981243,0.17310652,0.29653274,0.65057835,0.87338374,0.61982177,0.17365494,0.65228037,0.94683972,0.19569791,0.83073347,0.8303945,0.61563983,0.26625533,0.07302331,0.8806818,0.72667192,0.34588808,0.23046612,0.45721943,0.15425455,0.2267289,0.50543197,0.29396143,0.82444449,0.86780014,0.47057519,0.42209197,0.04100864,0.63713297,0.45057279,0.82903274,0.30121624,0.4975366,0.83496394,0.19454707,0.89253069,0.39014018,0.65827085,0.42505603
00:00:03:852,61,0.55898502,0.09771068,0.97802661,0.84657592,0.6315392,0.53747954,0.0217284,0.92523849,0.3448501,0.76792221,0.25270109,0.34202288,0.85427021,0.30889541,0.82680492,0.35974993,0.36960532,0.81951363,0.56019271,0.04375737,0.68228582,0.85824312,0.95200954,0.61398205,0.13774287,0.81350033,0.53412103,0.43632055,0.03243401,0.73225185,0.3328972,0.28067155,0.91184383,0.5908723,0.05496067,0.33717406,0.8371698,0.63757211,0.18615194,0.66259501,0.5131005,0.37966627,0.48500954,0.25767913,0.57883126,0.16804775,0.04046659,0.98819402,0.71554061,0.40349093,0.30008549,0.51832791,0.38704236,0.97454627,0.60679865,0.98330115,0.68185678,0.09510487,0.56593804,0.52470452,0.31238556
00:00:03:887,61,0.17323947,0.41855245,0.62669249,0.16285164,0.40472879,0.7170095,0.55675341,0.25396609,0.54908348,0.80426458,0.68032291,0.48026401,0.78380759,0.60196201,0.8655481,0.47784635,0.088034,0.91497297,0.84694926,0.25621815,0.48388016,0.75547684,0.0808588,0.90640319,0.76153186,0.98425243,0.54287321,0.36301847,0.76553478,0.62603742,0.40304943,0.58166031,0.84511987,0.48000871,0.10185666,0.24622242,0.6999376,0.29929154,0.14201333,0.44148798,0.56745523,0.31015896,0.54104559,0.7810915,0.41914573,0.4997016,0.86089683,0.97790932,0.96856805,0.94150528,0.98322346,0.99578675,0.2786132,0.43376199,0.3674903,0.59635337,0.60006021,0.50793317,0.33971362,0.59314452,0.91769613
00:00:03:918,61,0.32832487,0.85202039,0.82406411,0.45004994,0.91900504,0.95271025,0.75895159,0.20535069,0.41805944,0.01285048,0.71880674,0.58173967,0.58504001,0.0242102,0.15379562,0.05564988,0.53815858,0.31232296,0.10624106,0.17814658,0.68578188,0.8965643,0.87075038,0.63190543,0.88838558,0.02931188,0.35559704,0.6861432,0.88431284,0.43448219,0.18188257,0.16091921,0.34913566,0.21286536,0.58037555,0.19613106,0.47303237,0.69101625,0.89448496,0.01475651,0.90799965,0.47089036,0.81798149,0.2750989,0.66524297,0.34607728,0.06611338,0.28987558,0.74773769,0.36044815,0.2675536,0.87470846,0.60204408,0.66223929,0.96837666,0.7735917,0.37913926,0.67416355,0.12373624,0.00767737,0.37119496
00:00:03:951,61,0.0349133,0.78340926,0.35540983,0.11323295,0.11937061,0.82781384,0.12650346,0.77270643,0.65480039,0.0232159,0.48528567,0.41466441,0.82803837,0.33905362,0.26899063,0.01064166,0.93376902,0.5476219,0.00795481,0.39744678,0.73451652,0.25129135,0.29460851,0.23038336,0.8449245,0.11204689,0.74874431,0.10330279,0.05984705,0.48197779,0.22248951,0.49292895,0.12159774,0.10818839,0.95449209,0.15586395,0.6456423,0.20202896,0.38298183,0.11737988,0.79061206,0.02547452,0.83309027,0.30792135,0.32599647,0.93012774,0.37644603,0.5335162,0.88215025,0.73219398,0.15973051,0.98838996,0.76187231,0.40811118,0.9404094,0.23275772,0.1894978,0.48788921,0.26523653,0.38887462,0.46162105
00:00:04:006,61,0.51373399,0.79829702,0.46830711,0.18353749,0.03083666,0.26017378,0.97879869,0.94985817,0.81999336,0.81879925,0.03047496,0.50142641,0.577829,0.81409643,0.0531595,0.38556157,0.90035528,0.70655166,0.57050782,0.63108457,0.93867078,0.33969989,0.43194372,0.4948388,0.36784594,0.98036304,0.53955783,0.79298455,0.62693537,0.54727037,0.4921009,0.60275259,0.21252378,0.16055766,0.41854621,0.6186213,0.55456367,0.06137845,0.33639563,0.06582612,0.01666904,0.90527699,0.44739527,0.42577723,0.62558364,0.34667781,0.30023411,0.14822737,0.25147013,0.29225798,0.34574392,0.3133744,0.25323921,0.71691561,0.51088104,0.40110588,0.389488,0.37351074,0.14237955,0.87676895,0.82833017
