timecode,blendShapeCount,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileLeft,mouthSmileRight,mouthFrownLeft,mouthFrownRight,mouthDimpleLeft,mouthDimpleRight,mouthStretchLeft,mouthStretchRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressLeft,mouthPressRight,mouthLowerDownLeft,mouthLowerDownRight,mouthUpperUpLeft,mouthUpperUpRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,tongueOut,headYaw,headPitch,headRoll,leftEyeYaw,leftEyePitch,leftEyeRoll,rightEyeYaw,rightEyePitch,rightEyeRoll
00:00:00:11,51,0.06202941,0.10555554,0.00885206,0.39891416,0.08761489,0.25066882,0.01328696,0.05784000,0.09575120,0.37859175,0.00467547,0.08391282,0.23707315,0.00670030,0.00013932,0.00001705,0.00042131,0.00137111,0.00070228,0.00271891,0.03303006,0.00022004,0.00397769,0.05054865,0.03159534,0.00014688,0.00028501,0.01061649,0.00042012,0.00893581,0.04819762,0.00050822,0.00088296,0.00236927,0.00828635,0.04125762,0.00875797,0.00014858,0.00023728,0.00129796,0.00087191,0.00000051,0.10358392,0.00406049,0.09399232,0.02808725,0.00001320,0.00000007,0.00000026,0.00000328,0.00000051,0,0.04486620139198837,0.07428372126894033,-0.009009872649181305,0.4751047194004059,0.40269267559051514,0,0.4751047194004059,0.40269267559051514,0
00:00:00:12,51,0.04889309,0.08291388,0.01316640,0.35918140,0.11282234,0.25688305,0.01616190,0.03903026,0.07510114,0.32980236,0.00452892,0.11158721,0.22463660,0.01004000,0.00014128,0.00001410,0.00042809,0.00120835,0.00059263,0.00402280,0.05282542,0.00023476,0.00347250,0.04998477,0.04754394,0.00028748,0.00040251,0.00258735,0.00061523,0.01979457,0.05400618,0.00038559,0.00048765,0.00178368,0.00904115,0.01882203,0.01174532,0.00021438,0.00022227,0.00081628,0.00094340,0.00000037,0.08602933,0.00697363,0.10404930,0.02575589,0.00000992,0.00000009,0.00000019,0.00000299,0.00000037,0,0.028710921377570975,0.06816064516051482,-0.015628453820596064,0.4778013825416565,0.40366131067276,0,0.4778013825416565,0.40366131067276,0
00:00:00:13,51,0.04604333,0.06046384,0.00726968,0.39387879,0.13679413,0.28689942,0.01788935,0.04399581,0.06212746,0.38057521,0.00494800,0.12875979,0.19749577,0.00744103,0.00010384,0.00001500,0.00051674,0.00203367,0.00108158,0.00186822,0.02410004,0.00026266,0.00244610,0.00855261,0.00923868,0.00106930,0.00142527,0.00158472,0.00088789,0.01070674,0.02329219,0.00087902,0.00070762,0.00355745,0.00805493,0.02000914,0.02177677,0.00022754,0.00019014,0.00044717,0.00052277,0.00000047,0.09547315,0.00612756,0.09803731,0.02740581,0.00001183,0.00000009,0.00000015,0.00000233,0.00000047,0,0.03847582704446886,0.07736647505326637,-0.023696020118159525,0.4828738272190094,0.4041979908943176,0,0.4828738272190094,0.4041979908943176,0
00:00:00:14,51,0.06025722,0.09359396,0.00572826,0.48157835,0.09635441,0.32503942,0.01479458,0.08003733,0.09644765,0.45686904,0.00294269,0.08372221,0.31290555,0.00455491,0.00008196,0.00002537,0.00040840,0.00251775,0.00148033,0.00189296,0.02896285,0.00040347,0.00209046,0.00406919,0.00680561,0.00066223,0.00083578,0.00109710,0.00209719,0.00486395,0.01636953,0.00099783,0.00086558,0.00451609,0.00795042,0.01208165,0.03662267,0.00020242,0.00012443,0.00032842,0.00057747,0.00000033,0.10470753,0.00328953,0.08893799,0.02109242,0.00000869,0.00000009,0.00000010,0.00000174,0.00000033,0,0.035412649677618924,0.06912895151869701,-0.03057593375538556,0.48934802412986755,0.4061740040779114,0,0.48934802412986755,0.4061740040779114,0
00:00:01:00,51,0.03415623,0.06859293,0.00728468,0.39009839,0.12228750,0.26875696,0.02430899,0.03705775,0.07061820,0.37468916,0.00467516,0.11477386,0.23497373,0.00905239,0.00005430,0.00003807,0.00047860,0.00419048,0.00227672,0.00164131,0.04642780,0.00063481,0.00147896,0.00082218,0.00139886,0.00085694,0.00114591,0.00072299,0.00163955,0.00270238,0.01080418,0.00224858,0.00147898,0.00595724,0.00637022,0.00818894,0.02986842,0.00024712,0.00014267,0.00014979,0.00025606,0.00000032,0.10161187,0.00355232,0.11444281,0.02281429,0.00000831,0.00000010,0.00000012,0.00000145,0.00000032,0,0.04995623976836406,0.07502702539926762,-0.04321783300663762,0.4939756989479065,0.40409958362579346,0,0.4939756989479065,0.40409958362579346,0
00:00:01:01,51,0.04273122,0.05981708,0.00596116,0.39447409,0.13545549,0.28230745,0.02019311,0.04606826,0.06350078,0.39103413,0.00518327,0.12808894,0.23331225,0.00707509,0.00004493,0.00005395,0.00050488,0.00618879,0.00330742,0.00131369,0.05565372,0.00099162,0.00102284,0.00033854,0.00054513,0.00081596,0.00119812,0.00077873,0.00137585,0.00157943,0.00851594,0.00393093,0.00236194,0.00797134,0.00533179,0.00767885,0.02458418,0.00024255,0.00014921,0.00009485,0.00016597,0.00000033,0.09303232,0.00497062,0.12166449,0.02408051,0.00000839,0.00000010,0.00000012,0.00000134,0.00000033,0,0.04919866687219016,0.08641923148562822,-0.04923141947172791,0.4989611506462097,0.40129849314689636,0,0.4989611506462097,0.40129849314689636,0
00:00:01:02,51,0.03955283,0.04604437,0.00890079,0.31385779,0.17313336,0.26645771,0.02247972,0.03704692,0.05042033,0.30990541,0.00820050,0.16775803,0.19505495,0.00857797,0.00003450,0.00006093,0.00048318,0.00576485,0.00313326,0.00114278,0.06997635,0.00053371,0.00152899,0.00018143,0.00035922,0.00263695,0.00409889,0.00037048,0.00092858,0.00168553,0.01438046,0.00479320,0.00182146,0.01656303,0.00872231,0.00426770,0.02572589,0.00021821,0.00010396,0.00010831,0.00022115,0.00000037,0.06710938,0.00436751,0.15584317,0.03141997,0.00000719,0.00000013,0.00000012,0.00000156,0.00000037,0,0.06723537302727203,0.08943795880653292,-0.05974401234826962,0.5038411617279053,0.39765265583992004,0,0.5038411617279053,0.39765265583992004,0
00:00:01:03,51,0.04024974,0.04621258,0.00724594,0.32383779,0.16752844,0.29519692,0.02243710,0.04407551,0.05468873,0.32392272,0.00832189,0.14941719,0.17959704,0.00700270,0.00002921,0.00006640,0.00067072,0.00939188,0.00518557,0.00109647,0.06773538,0.00091704,0.00117710,0.00011185,0.00022736,0.00105802,0.00152934,0.00042821,0.00178978,0.00086801,0.00554884,0.00815528,0.00338125,0.01706892,0.00584436,0.00463573,0.03375589,0.00026171,0.00011409,0.00006935,0.00014990,0.00000031,0.08671080,0.00548389,0.10902608,0.02551763,0.00000836,0.00000010,0.00000010,0.00000106,0.00000031,0,0.0748903195079133,0.09188726704518455,-0.06981688715035513,0.5078288316726685,0.3966134786605835,0,0.5078288316726685,0.3966134786605835,0
00:00:01:04,51,0.03726721,0.05216810,0.00752863,0.32113653,0.14824495,0.26392123,0.02403251,0.04549858,0.06267906,0.31803992,0.00826911,0.13184263,0.20837893,0.00776001,0.00001977,0.00012892,0.00062859,0.01301207,0.00729768,0.00131677,0.13219988,0.00225804,0.00078353,0.00003829,0.00007309,0.00052416,0.00076810,0.00043391,0.00215819,0.00039933,0.00250398,0.01280665,0.00554243,0.02378386,0.00596881,0.00362015,0.02736866,0.00022894,0.00009512,0.00004439,0.00009505,0.00000023,0.08408323,0.00385273,0.13315463,0.02579019,0.00000693,0.00000011,0.00000009,0.00000088,0.00000023,0,0.06985990503881118,0.08852694762550661,-0.08143371846937933,0.5110686421394348,0.39960429072380066,0,0.5110686421394348,0.39960429072380066,0
00:00:01:05,51,0.04954105,0.05598496,0.01174392,0.28241184,0.14875200,0.29646191,0.01994704,0.05303251,0.06500873,0.26728553,0.00903255,0.13526024,0.20869853,0.00697035,0.00002184,0.00013511,0.00071854,0.01267273,0.00727159,0.00221888,0.22395162,0.00200071,0.00110378,0.00003545,0.00007840,0.00016354,0.00021168,0.00031779,0.00294696,0.00029934,0.00135411,0.00583557,0.00599122,0.00889101,0.00374385,0.00175783,0.02128119,0.00027293,0.00009189,0.00003449,0.00008529,0.00000014,0.07406718,0.00471303,0.12931624,0.02588157,0.00000567,0.00000007,0.00000006,0.00000083,0.00000014,0,0.07783773303839263,0.08933366059575484,-0.0869875022455939,0.5141096711158752,0.40053409337997437,0,0.5141096711158752,0.40053409337997437,0
00:00:01:06,51,0.04934013,0.05963830,0.01129543,0.27963662,0.13868564,0.28927290,0.01986424,0.05037374,0.06899381,0.26814204,0.00951862,0.12663305,0.19698921,0.00705024,0.00002699,0.00008351,0.00070309,0.01063760,0.00613789,0.00179500,0.13962616,0.00177656,0.00087292,0.00008020,0.00016632,0.00028078,0.00038916,0.00037221,0.00228882,0.00054432,0.00258803,0.00507317,0.00411177,0.00721481,0.00363804,0.00257763,0.02309472,0.00029211,0.00011195,0.00004962,0.00010293,0.00000018,0.06072667,0.00666008,0.13940679,0.03619577,0.00000707,0.00000007,0.00000007,0.00000093,0.00000018,0,0.07115764122554952,0.10579260911552371,-0.08319623567049649,0.5178287625312805,0.4003241956233978,0,0.5178287625312805,0.4003241956233978,0
00:00:01:07,51,0.05847828,0.04865012,0.00877710,0.31718180,0.15611802,0.24044105,0.01586158,0.05859469,0.05510172,0.30763742,0.00831977,0.15582110,0.23814870,0.00627846,0.00003440,0.00005962,0.00107264,0.00883194,0.00441832,0.00268476,0.19639741,0.00115341,0.00172842,0.00008850,0.00011974,0.00006667,0.00009154,0.00090794,0.00242044,0.00039899,0.00105219,0.00388916,0.00551011,0.00365280,0.00225290,0.00411207,0.01652344,0.00031783,0.00015934,0.00003516,0.00005360,0.00000013,0.06618305,0.00694380,0.12962441,0.03310895,0.00000701,0.00000005,0.00000007,0.00000097,0.00000013,0,0.07479633160280354,0.10551370230697849,-0.09017216691547018,0.5204933881759644,0.397133469581604,0,0.5204933881759644,0.397133469581604,0
00:00:01:08,51,0.07190082,0.05035144,0.01452266,0.25931960,0.15920559,0.24370962,0.01182270,0.06383950,0.05174483,0.24325375,0.00987337,0.17461482,0.30726838,0.00694851,0.00004285,0.00008812,0.00079157,0.00814257,0.00343624,0.00386982,0.24719782,0.00186356,0.00080685,0.00006396,0.00008024,0.00020086,0.00030506,0.00058339,0.00092866,0.00055194,0.00211457,0.00270113,0.00431829,0.00233097,0.00303487,0.00240753,0.00712627,0.00042359,0.00024625,0.00006198,0.00008520,0.00000018,0.04635344,0.01149190,0.30387634,0.03883262,0.00000639,0.00000008,0.00000007,0.00000171,0.00000018,0,0.07558346748104752,0.11477977644598406,-0.09857320246648237,0.5221870541572571,0.39087966084480286,0,0.5221870541572571,0.39087966084480286,0
00:00:01:09,51,0.06029370,0.05278794,0.01734680,0.18245812,0.14593157,0.27080017,0.01410036,0.04514356,0.05751130,0.17690580,0.01586950,0.14994591,0.18795137,0.00687569,0.00009130,0.00013660,0.00482067,0.14733055,0.01136980,0.00867618,0.04463770,0.00034875,0.00142149,0.00005749,0.00010737,0.00018979,0.00030017,0.00060711,0.00248260,0.00021915,0.00169447,0.01126604,0.01830417,0.00165064,0.00692777,0.00227910,0.02186098,0.00734337,0.00372306,0.00060159,0.00092812,0.00000045,0.03518102,0.00842454,0.22631095,0.03917889,0.00002708,0.00000017,0.00000012,0.00000085,0.00000045,0,0.09689660680217686,0.11758654824400369,-0.1005309581034492,0.520796537399292,0.38704341650009155,0,0.520796537399292,0.38704341650009155,0
00:00:01:10,51,0.05255361,0.05896979,0.02700019,0.11605903,0.13185762,0.28392750,0.01667330,0.03424253,0.06600102,0.11394763,0.02870108,0.12962690,0.17066167,0.00996214,0.00007160,0.00028375,0.00210047,0.12053855,0.01017072,0.01207366,0.07380494,0.00142126,0.00041207,0.00005412,0.00009972,0.00045626,0.00092088,0.00067776,0.00105279,0.00024419,0.00475608,0.01057681,0.01067642,0.00251703,0.01239287,0.00199681,0.01007921,0.00411583,0.00263954,0.00092250,0.00119496,0.00000076,0.04008408,0.00833503,0.17825454,0.03688802,0.00002278,0.00000033,0.00000017,0.00000123,0.00000076,0,0.10195476322341425,0.11673245380114662,-0.09792960583236143,0.5163364410400391,0.38801109790802,0,0.5163364410400391,0.38801109790802,0
00:00:01:11,51,0.04037859,0.06645326,0.02006204,0.14084020,0.11384660,0.28068981,0.02074870,0.03193453,0.07693498,0.13778847,0.02346541,0.11016209,0.14779761,0.00938534,0.00008421,0.00022901,0.00422926,0.22647545,0.01190268,0.00840447,0.03063633,0.00062503,0.00072833,0.00006901,0.00017926,0.00022235,0.00039144,0.00049167,0.00349962,0.00015732,0.00319549,0.00892514,0.01562841,0.00199766,0.00913259,0.00177550,0.02848849,0.00900410,0.00408234,0.00120840,0.00208155,0.00000069,0.04261641,0.00589921,0.16161989,0.03489908,0.00003183,0.00000021,0.00000014,0.00000087,0.00000069,0,0.09085358435527967,0.11169787344501433,-0.08419814294349862,0.511783242225647,0.3919453024864197,0,0.511783242225647,0.3919453024864197,0
00:00:01:12,51,0.03432513,0.05399780,0.01750931,0.15613021,0.13969299,0.21770531,0.02188318,0.03233122,0.06053343,0.15826234,0.01974563,0.14316697,0.17483562,0.00963510,0.00011403,0.00017466,0.00598146,0.24855055,0.01109230,0.01002687,0.02744173,0.00041296,0.00067685,0.00011584,0.00025079,0.00071972,0.00116369,0.00042089,0.00205289,0.00046061,0.00546367,0.00732414,0.01020744,0.00151632,0.00890468,0.00200920,0.02111550,0.01107138,0.00598770,0.00117691,0.00193163,0.00000090,0.04498647,0.00579409,0.16997279,0.03493525,0.00003624,0.00000028,0.00000017,0.00000101,0.00000090,0,0.082215133978992,0.11319751944601666,-0.08219483036587062,0.5088094472885132,0.39358362555503845,0,0.5088094472885132,0.39358362555503845,0
00:00:01:13,51,0.04649700,0.04836071,0.07183331,0.04865567,0.15382886,0.29708758,0.01750985,0.03215506,0.05501681,0.04858292,0.06751810,0.15882786,0.16317180,0.00958315,0.00008931,0.00021941,0.00869695,0.27814287,0.00912907,0.01369670,0.04762642,0.00025689,0.00091451,0.00006504,0.00013389,0.00122500,0.00238387,0.00045857,0.00102533,0.00032104,0.00927486,0.00771610,0.00871884,0.00209914,0.01406550,0.00137110,0.01270714,0.00940699,0.00540762,0.00112992,0.00157344,0.00000137,0.03825362,0.00519810,0.14506662,0.04385849,0.00003137,0.00000043,0.00000021,0.00000130,0.00000137,0,0.0822909830066924,0.09597437979703947,-0.07866046370958044,0.5025646090507507,0.3957739472389221,0,0.5025646090507507,0.3957739472389221,0
00:00:01:14,51,0.05733917,0.07097925,0.06123818,0.05840361,0.12262404,0.31872997,0.01442146,0.03458538,0.07379229,0.06185293,0.05649751,0.12873976,0.22414257,0.01004118,0.00008419,0.00030905,0.00446445,0.26203650,0.01123358,0.01138359,0.04179716,0.00026933,0.00103144,0.00007918,0.00021337,0.00103400,0.00217398,0.00045749,0.00142094,0.00024619,0.01322808,0.00936791,0.00771022,0.00361094,0.02101467,0.00140872,0.01860508,0.00709204,0.00380305,0.00186712,0.00315085,0.00000132,0.03137255,0.00610936,0.17098051,0.04222163,0.00002732,0.00000058,0.00000022,0.00000104,0.00000132,0,0.08200644357505993,0.07733220465946962,-0.07603816706755079,0.4979662299156189,0.3962177634239197,0,0.4979662299156189,0.3962177634239197,0
00:00:02:00,51,0.04648707,0.06389287,0.09410889,0.03779601,0.13075703,0.29056048,0.01734700,0.03410615,0.06995945,0.04094442,0.08630355,0.13502577,0.18724649,0.01019762,0.00011036,0.00019571,0.00687684,0.25266910,0.01039289,0.01238629,0.03719545,0.00021774,0.00097865,0.00010506,0.00021457,0.00150692,0.00247298,0.00033185,0.00097336,0.00067949,0.00922686,0.00637420,0.00814747,0.00148178,0.01140530,0.00153675,0.01298387,0.00943063,0.00519052,0.00119466,0.00181086,0.00000125,0.03597462,0.00440253,0.13489062,0.04477336,0.00003219,0.00000043,0.00000021,0.00000102,0.00000125,0,0.09182604764750738,0.07758568903851056,-0.07273983437648149,0.4944210946559906,0.3961326479911804,0,0.4944210946559906,0.3961326479911804,0
00:00:02:01,51,0.03812731,0.05336363,0.05597064,0.06097121,0.15115166,0.26966506,0.01857497,0.02482131,0.05599952,0.06559458,0.05024106,0.16419709,0.15278766,0.01362430,0.00010959,0.00014787,0.00878386,0.27112958,0.00959823,0.00715180,0.01449356,0.00021064,0.00078550,0.00021867,0.00039187,0.00605239,0.00908709,0.00035583,0.00095711,0.00163812,0.01291897,0.00793530,0.00630678,0.00350550,0.02473307,0.00307460,0.01851989,0.01041128,0.00613695,0.00343467,0.00508230,0.00000200,0.02785946,0.00935584,0.17281005,0.05069212,0.00004314,0.00000071,0.00000031,0.00000144,0.00000200,0,0.09753679872297648,0.062007420903256574,-0.07261894844156776,0.4914674162864685,0.3945349454879761,0,0.4914674162864685,0.3945349454879761,0
00:00:02:02,51,0.04880209,0.08000118,0.04541424,0.07164408,0.10800441,0.29609931,0.01615197,0.02709149,0.08129441,0.07968344,0.04012216,0.11479479,0.16519549,0.01310764,0.00014031,0.00025020,0.00528332,0.28036788,0.00864683,0.00959110,0.01589859,0.00034922,0.00053233,0.00031192,0.00050082,0.00333731,0.00540583,0.00057711,0.00081296,0.00166029,0.01610521,0.00623317,0.00620483,0.00195447,0.02096235,0.00411957,0.01397373,0.01203632,0.00944712,0.00374295,0.00492854,0.00000215,0.02779020,0.00897639,0.19050789,0.05017129,0.00004546,0.00000074,0.00000038,0.00000171,0.00000215,0,0.10142727234339559,0.04598835288316379,-0.06456112969438885,0.4891327917575836,0.39445817470550537,0,0.4891327917575836,0.39445817470550537,0
00:00:02:03,51,0.07598617,0.04396688,0.12656452,0.03018841,0.18483925,0.31104368,0.00976716,0.05132117,0.04566364,0.02974010,0.11148524,0.19696546,0.23761690,0.00721734,0.00012652,0.00019312,0.00737920,0.24457105,0.00811152,0.01255178,0.02737030,0.00010289,0.00145124,0.00023638,0.00030837,0.01083640,0.01530091,0.00035038,0.00042959,0.00315358,0.01330181,0.00724843,0.00493793,0.00277790,0.03109492,0.00288143,0.00896024,0.00957990,0.00640018,0.00378638,0.00451735,0.00000236,0.02922715,0.00685085,0.14020690,0.05809769,0.00004383,0.00000103,0.00000029,0.00000157,0.00000236,0,0.10274508107984746,0.036643792536158314,-0.060488121145164365,0.48719945549964905,0.3937385082244873,0,0.48719945549964905,0.3937385082244873,0
