timecode,blendShapeCount,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileLeft,mouthSmileRight,mouthFrownLeft,mouthFrownRight,mouthDimpleLeft,mouthDimpleRight,mouthStretchLeft,mouthStretchRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressLeft,mouthPressRight,mouthLowerDownLeft,mouthLowerDownRight,mouthUpperUpLeft,mouthUpperUpRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,tongueOut,headYaw,headPitch,headRoll,leftEyeYaw,leftEyePitch,leftEyeRoll,rightEyeYaw,rightEyePitch,rightEyeRoll
00:00:00:11,51,0.07155981,0.04852867,0.07208147,0.04760649,0.16984752,0.42250675,0.01009556,0.06147346,0.05384188,0.05524459,0.06751058,0.17289592,0.32906666,0.00599321,0.00015466,0.00015290,0.01112613,0.36850730,0.01270134,0.00993760,0.03923475,0.00004256,0.00418334,0.00058706,0.00051548,0.00088799,0.00136555,0.00291770,0.00055357,0.00188102,0.00831551,0.00361406,0.00351749,0.00098158,0.00552738,0.00603980,0.00528643,0.00649599,0.00941666,0.00101777,0.00086053,0.00000112,0.03142521,0.00903787,0.16232988,0.05623603,0.00005938,0.00000032,0.00000041,0.00000124,0.00000112,0,-0.006208124028624642,-0.04347090853923067,-0.0298620065316102,0.47256892919540405,0.41991016268730164,0,0.47256892919540405,0.41991016268730164,0
00:00:00:12,51,0.06995822,0.04068394,0.12453817,0.02872269,0.19541028,0.45609531,0.01125259,0.04507659,0.04324098,0.03289837,0.11699177,0.20798519,0.27489138,0.00751019,0.00016708,0.00021877,0.00921548,0.34276509,0.01539578,0.01385548,0.04831555,0.00003380,0.00779055,0.00041470,0.00042217,0.00015823,0.00035705,0.00685433,0.00050712,0.00049589,0.01219819,0.00419665,0.00786755,0.00052783,0.00324800,0.00591386,0.00481912,0.00574487,0.00887181,0.00052768,0.00032025,0.00000101,0.03668850,0.00835924,0.13807930,0.05197705,0.00005150,0.00000023,0.00000062,0.00000114,0.00000101,0,-0.004399256209522096,-0.05494106913738248,-0.03461828587318678,0.4708285331726074,0.4199654459953308,0,0.4708285331726074,0.4199654459953308,0
00:00:00:13,51,0.06747600,0.03801217,0.10595983,0.03655630,0.19139250,0.45484939,0.01054143,0.05388811,0.04176706,0.03514365,0.09547296,0.19535090,0.23050328,0.00585558,0.00011333,0.00037482,0.00713717,0.29546800,0.01752261,0.01703209,0.07040639,0.00018547,0.00332840,0.00010110,0.00013102,0.00002328,0.00003493,0.00259210,0.00181134,0.00016302,0.00135003,0.00439579,0.02455210,0.00036000,0.00215246,0.00424130,0.00688043,0.00584708,0.00554675,0.00013606,0.00014335,0.00000040,0.03772737,0.00607586,0.12510923,0.05112968,0.00003245,0.00000011,0.00000027,0.00000072,0.00000040,0,-0.0035951522541487774,-0.05857921241711345,-0.03683709651106044,0.4699803292751312,0.4207708239555359,0,0.4699803292751312,0.4207708239555359,0
00:00:00:14,51,0.11880186,0.04327386,0.07021277,0.05414315,0.17950729,0.47699046,0.00658116,0.09272420,0.04755530,0.05292701,0.06961719,0.17804256,0.31090099,0.00390943,0.00006041,0.00017089,0.00548981,0.07889480,0.01831640,0.01766124,0.47015214,0.00020192,0.00863551,0.00002189,0.00002058,0.00003831,0.00006320,0.00163208,0.00057492,0.00014681,0.00090800,0.00720557,0.01927668,0.00087367,0.00290055,0.00174874,0.00214065,0.00120596,0.00092254,0.00004412,0.00004236,0.00000028,0.04526653,0.00567958,0.14556707,0.05341163,0.00001438,0.00000012,0.00000021,0.00000092,0.00000028,0,-0.009317367739762118,-0.059995508755325055,-0.04380292938020801,0.4715808928012848,0.42015397548675537,0,0.4715808928012848,0.42015397548675537,0
00:00:01:00,51,0.09393951,0.04935247,0.06497542,0.06003979,0.15489228,0.44103265,0.00782487,0.06922710,0.05358185,0.05498104,0.06194644,0.15397768,0.25688285,0.00507413,0.00005693,0.00014242,0.00652559,0.09902334,0.02000020,0.01289712,0.28027749,0.00017493,0.00789046,0.00002894,0.00002897,0.00004994,0.00007432,0.00148327,0.00078973,0.00017942,0.00075620,0.00971803,0.02163808,0.00117819,0.00400064,0.00227308,0.00327465,0.00143509,0.00101639,0.00006917,0.00007238,0.00000031,0.04172885,0.00765516,0.14092600,0.05438190,0.00001703,0.00000013,0.00000022,0.00000071,0.00000031,0,-0.0006389723453124029,-0.05807861803997689,-0.049106539977328854,0.47356367111206055,0.42035526037216187,0,0.47356367111206055,0.42035526037216187,0
00:00:01:01,51,0.09705215,0.04069288,0.11455471,0.03251261,0.19165295,0.46033344,0.00653637,0.09553728,0.04365124,0.03183765,0.10665428,0.19503354,0.36064336,0.00317744,0.00013989,0.00013020,0.00881153,0.33209199,0.01480577,0.00881225,0.01971651,0.00004665,0.00460733,0.00081897,0.00158657,0.00051487,0.00085724,0.00227524,0.00180022,0.00075812,0.01996532,0.00536073,0.00428276,0.00161773,0.00922497,0.00490891,0.02022270,0.00655414,0.00673044,0.00137949,0.00183917,0.00000120,0.01885317,0.01522979,0.19747281,0.07865536,0.00005469,0.00000039,0.00000039,0.00000097,0.00000120,0,-0.008224755058218654,-0.04855235702754799,-0.05658039620018361,0.474684476852417,0.4204171597957611,0,0.474684476852417,0.4204171597957611,0
00:00:01:02,51,0.10573562,0.05112625,0.11442003,0.03214210,0.17368528,0.45570070,0.00662485,0.10304968,0.05668086,0.03520835,0.10772057,0.16717257,0.37302694,0.00339947,0.00022743,0.00017144,0.00794113,0.42129183,0.00964616,0.01385935,0.01931276,0.00005106,0.00268618,0.00328408,0.00620573,0.00128224,0.00192901,0.00258747,0.00186385,0.00272462,0.03668968,0.00200954,0.00178976,0.00079760,0.00914627,0.00394223,0.01290153,0.00893442,0.01056950,0.00269976,0.00361459,0.00000173,0.02771179,0.01701483,0.13028465,0.05471710,0.00007514,0.00000048,0.00000037,0.00000125,0.00000173,0,-0.0037237730040408927,-0.0400281239943136,-0.06018045824634926,0.4763864576816559,0.420669823884964,0,0.4763864576816559,0.420669823884964,0
00:00:01:03,51,0.07831840,0.08194239,0.08745938,0.04459793,0.11566690,0.37445939,0.00985534,0.06541583,0.08510978,0.04546307,0.07948480,0.10840245,0.29702464,0.00576631,0.00030880,0.00022973,0.00726222,0.47314933,0.00832787,0.00923273,0.00841002,0.00007731,0.00195685,0.01002404,0.02367567,0.00042936,0.00077746,0.00582008,0.00318709,0.00220802,0.07514238,0.00153987,0.00230552,0.00060597,0.00766362,0.00681182,0.02219237,0.01135655,0.01469471,0.00364418,0.00464101,0.00000203,0.03228922,0.01834531,0.13147412,0.04630167,0.00009892,0.00000038,0.00000054,0.00000141,0.00000203,0,0.002898659444450562,-0.02263257636134182,-0.05268091502763052,0.4772982597351074,0.42056313157081604,0,0.4772982597351074,0.42056313157081604,0
00:00:01:04,51,0.10948274,0.06062897,0.10066422,0.03778714,0.15779050,0.40567195,0.00705185,0.09965826,0.06715292,0.04175130,0.08857065,0.13780838,0.32078505,0.00360476,0.00038157,0.00028591,0.00479397,0.42612973,0.00845550,0.01690216,0.01047601,0.00015842,0.00089005,0.02014674,0.03478993,0.00057259,0.00090861,0.00558543,0.00144410,0.00571844,0.08236782,0.00111261,0.00230525,0.00042135,0.00974029,0.00822466,0.00988203,0.01160685,0.01825661,0.00823957,0.00904704,0.00000211,0.02669569,0.02140422,0.12981257,0.05137788,0.00011079,0.00000050,0.00000050,0.00000169,0.00000211,0,0.02015883677348171,-0.01810960092201624,-0.0396466380238315,0.4773365557193756,0.41806501150131226,0,0.4773365557193756,0.41806501150131226,0
00:00:01:05,51,0.12597391,0.13689052,0.14265995,0.02739125,0.07235143,0.37292579,0.00581817,0.09541079,0.14068440,0.03012478,0.12619247,0.06823979,0.36476597,0.00459814,0.00039760,0.00014064,0.00961158,0.40362558,0.00745586,0.01030093,0.00674085,0.00005213,0.00204014,0.01424440,0.01995264,0.00138359,0.00214653,0.00407516,0.00100870,0.00846244,0.08280654,0.00168355,0.00238084,0.00058465,0.01226800,0.00902634,0.01258219,0.01566932,0.02065319,0.01114961,0.01046952,0.00000284,0.02214109,0.03396017,0.16547102,0.05564144,0.00010920,0.00000067,0.00000056,0.00000157,0.00000284,0,0.038908402431674566,-0.02042742141326225,-0.03117518175564243,0.47650355100631714,0.4186558723449707,0,0.47650355100631714,0.4186558723449707,0
00:00:01:06,51,0.60569012,0.65412331,0.07654203,0.06150895,0.00762502,0.54333109,0.00067630,0.45721015,0.66825879,0.06461281,0.07298050,0.00777125,0.44148192,0.00046794,0.00069039,0.00016874,0.01689745,0.44809818,0.00422352,0.01901151,0.00714710,0.00004368,0.00296627,0.01640083,0.02131092,0.00153602,0.00189263,0.00264758,0.00227066,0.00946334,0.06009144,0.00130401,0.00371323,0.00028479,0.01355045,0.00713930,0.01533177,0.04442634,0.06181559,0.01574048,0.01713865,0.00000330,0.01901308,0.07873946,0.13351984,0.05400474,0.00014962,0.00000070,0.00000049,0.00000255,0.00000330,0,0.07421302266073665,-0.03109448769122772,-0.03295905725309131,0.47611355781555176,0.4258800148963928,0,0.47611355781555176,0.4258800148963928,0
00:00:01:07,51,0.28922307,0.25244004,0.12895891,0.03244711,0.04031947,0.39683771,0.00212751,0.27079508,0.26799870,0.03813223,0.11459566,0.03829132,0.38993347,0.00130980,0.00058442,0.00017249,0.01109311,0.44990844,0.00595600,0.01609823,0.00813800,0.00003780,0.00263473,0.01355550,0.01755138,0.00081307,0.00112879,0.00368807,0.00162023,0.00696894,0.05082000,0.00115005,0.00288286,0.00016717,0.00502975,0.00697493,0.01240376,0.03421513,0.04718125,0.00533966,0.00466878,0.00000195,0.01783644,0.04196560,0.16707842,0.05666297,0.00011976,0.00000040,0.00000038,0.00000182,0.00000195,0,0.06462492201184902,-0.03670775981409605,-0.034957629860703436,0.47582513093948364,0.4206690192222595,0,0.47582513093948364,0.4206690192222595,0
00:00:01:08,51,0.15099761,0.10084761,0.10421319,0.03616590,0.09607510,0.38602701,0.00475957,0.13139786,0.11079265,0.04322568,0.09425357,0.08880308,0.36317456,0.00302658,0.00053784,0.00011342,0.01351284,0.41842026,0.00710963,0.01377094,0.00622558,0.00001537,0.00599866,0.01835561,0.02153020,0.00116036,0.00182615,0.00594309,0.00087078,0.00936278,0.08486686,0.00158395,0.00269534,0.00035398,0.00826936,0.01030027,0.01198990,0.02000449,0.03059625,0.00750616,0.00607973,0.00000241,0.01757355,0.03044896,0.20118190,0.06600353,0.00012792,0.00000050,0.00000064,0.00000184,0.00000241,0,0.047229064940286086,-0.041625836623755366,-0.04571245323022789,0.4747154116630554,0.42102953791618347,0,0.4747154116630554,0.42102953791618347,0
00:00:01:09,51,0.12913939,0.05124139,0.08933417,0.04077568,0.17525168,0.43144023,0.00521521,0.14143918,0.05731901,0.04523803,0.08166608,0.16165662,0.37123832,0.00234868,0.00028240,0.00024814,0.00438539,0.37244523,0.00885600,0.01256000,0.00960429,0.00009049,0.00122428,0.00687772,0.01067838,0.00194385,0.00285494,0.00236411,0.00096565,0.00690353,0.06885035,0.00169620,0.00257122,0.00065625,0.01239692,0.00679669,0.01034456,0.01105340,0.01329257,0.00731188,0.00807336,0.00000208,0.02600728,0.02466012,0.12500498,0.05503790,0.00008848,0.00000060,0.00000040,0.00000164,0.00000208,0,0.027804775080487298,-0.05423517565235369,-0.04515742503860837,0.47189703583717346,0.42093706130981445,0,0.47189703583717346,0.42093706130981445,0
00:00:01:10,51,0.10474743,0.03562776,0.07564726,0.04935149,0.22095160,0.42307433,0.00643161,0.09684289,0.03979557,0.05053028,0.07027159,0.21979444,0.31994402,0.00344716,0.00019801,0.00015544,0.00729594,0.32166624,0.01006708,0.01481670,0.02476724,0.00002905,0.00413362,0.00146841,0.00198250,0.00355676,0.00531726,0.00129520,0.00049184,0.00435456,0.03397904,0.00279806,0.00273226,0.00079717,0.01320747,0.00316091,0.00592476,0.00913847,0.00882461,0.00272090,0.00306831,0.00000188,0.02010435,0.03329264,0.16537847,0.07057526,0.00006490,0.00000058,0.00000037,0.00000155,0.00000188,0,0.024431539912967235,-0.0569362965108859,-0.04388720341462218,0.4687604308128357,0.42050299048423767,0,0.4687604308128357,0.42050299048423767,0
00:00:01:11,51,0.11739481,0.05162296,0.05777770,0.06719396,0.16851832,0.50240898,0.00701141,0.12879018,0.05930723,0.06721916,0.05968343,0.15329964,0.33406311,0.00341349,0.00005303,0.00010274,0.00329407,0.03554546,0.02276050,0.00539652,0.56980968,0.00061683,0.00293494,0.00002742,0.00002519,0.00017108,0.00023304,0.00089956,0.00054871,0.00043292,0.00122083,0.00851697,0.00642535,0.00218583,0.00193164,0.00222494,0.00239649,0.00066775,0.00047823,0.00002052,0.00002102,0.00000030,0.03865581,0.02421889,0.13660778,0.05600655,0.00001285,0.00000014,0.00000016,0.00000115,0.00000030,0,-0.001389756872506002,-0.05911058048550284,-0.04472333591666806,0.4667603075504303,0.4216766357421875,0,0.4667603075504303,0.4216766357421875,0
00:00:01:12,51,0.12139191,0.08075140,0.06341596,0.05605944,0.10947290,0.45008749,0.00651036,0.11350417,0.08809472,0.06287407,0.06369989,0.10578480,0.35014191,0.00380622,0.00006750,0.00017691,0.00255926,0.05942636,0.01190644,0.02192179,0.56278396,0.00014216,0.00623342,0.00003663,0.00004281,0.00051245,0.00083287,0.00058811,0.00029874,0.00047542,0.00374765,0.00542194,0.00410325,0.00163332,0.00672540,0.00079393,0.00162637,0.00127919,0.00088003,0.00018925,0.00020336,0.00000052,0.02657956,0.02927716,0.15677544,0.06531183,0.00001273,0.00000030,0.00000017,0.00000129,0.00000052,0,0.018132158843354153,-0.054277707147227884,-0.031117183374026032,0.4637698233127594,0.422593355178833,0,0.4637698233127594,0.422593355178833,0
00:00:01:13,51,0.08814330,0.06039603,0.06650867,0.05073186,0.13835613,0.38827279,0.00763016,0.06259864,0.06536070,0.05775591,0.06269813,0.13972685,0.25114354,0.00608404,0.00015054,0.00025697,0.00492047,0.32562292,0.00938161,0.01150068,0.03090153,0.00005838,0.00218566,0.00079818,0.00058454,0.00592032,0.00885052,0.00241748,0.00024536,0.00459706,0.01268311,0.00503083,0.00271318,0.00179410,0.01739086,0.00661903,0.00273756,0.00638626,0.00974211,0.00409442,0.00285866,0.00000220,0.02683852,0.03070137,0.13200286,0.05375426,0.00006384,0.00000074,0.00000048,0.00000170,0.00000220,0,0.029146688952868254,-0.05810515598500268,-0.029286069112003345,0.46177154779434204,0.42141419649124146,0,0.46177154779434204,0.42141419649124146,0
00:00:01:14,51,0.08151712,0.04727625,0.05901597,0.05886607,0.17455906,0.38229400,0.00852571,0.06666541,0.05302522,0.06460486,0.05501601,0.16816740,0.26427990,0.00590657,0.00020750,0.00022604,0.00661686,0.36649889,0.00764931,0.01542379,0.02360794,0.00004240,0.00252498,0.00178161,0.00121414,0.00844257,0.01185804,0.00268776,0.00025556,0.00925591,0.01633206,0.00310508,0.00217784,0.00116991,0.01855517,0.00756437,0.00280336,0.00950803,0.01423496,0.00666309,0.00454840,0.00000268,0.02927372,0.02602676,0.11854628,0.05740559,0.00008937,0.00000081,0.00000048,0.00000214,0.00000268,0,0.031102788134326657,-0.053937416991405654,-0.0299743143733842,0.460543692111969,0.4205883741378784,0,0.460543692111969,0.4205883741378784,0
00:00:02:00,51,0.07638792,0.03780692,0.05750448,0.06074868,0.19753258,0.42425662,0.00926713,0.05385156,0.04426369,0.06413586,0.05631607,0.20631611,0.25552839,0.00678388,0.00009146,0.00022865,0.00674309,0.30100870,0.00967155,0.01046307,0.07834120,0.00002346,0.00760740,0.00013307,0.00010380,0.01436406,0.02671179,0.00151214,0.00014513,0.00220865,0.02132552,0.01133680,0.00343542,0.00591196,0.02998237,0.00312061,0.00228949,0.00379432,0.00483813,0.00311493,0.00224857,0.00000243,0.01945685,0.04044390,0.15863465,0.07518498,0.00004512,0.00000110,0.00000064,0.00000214,0.00000243,0,0.024225935202866287,-0.0577445307877697,-0.030860541211587166,0.4605897068977356,0.42000553011894226,0,0.4605897068977356,0.42000553011894226,0
00:00:02:01,51,0.11998778,0.06229876,0.07279849,0.05454417,0.14415762,0.46083179,0.00734271,0.10388316,0.06677146,0.05532916,0.07303171,0.13500856,0.30165419,0.00434304,0.00006896,0.00008699,0.00291239,0.03229560,0.02221990,0.01019693,0.60217869,0.00034240,0.00590157,0.00006369,0.00006527,0.00005224,0.00007630,0.00139396,0.00070216,0.00039721,0.00126083,0.00420854,0.00480276,0.00085778,0.00142650,0.00178710,0.00236575,0.00078066,0.00049920,0.00002567,0.00002285,0.00000023,0.03697095,0.02174160,0.15777120,0.05982787,0.00001265,0.00000010,0.00000014,0.00000097,0.00000023,0,-0.009886184032419632,-0.0507689201972776,-0.030704559064367063,0.4618874490261078,0.42044419050216675,0,0.4618874490261078,0.42044419050216675,0
00:00:02:02,51,0.12113310,0.05827226,0.05049842,0.06986777,0.13255869,0.47370481,0.00563902,0.10181022,0.06725866,0.06744786,0.04994786,0.13303947,0.33363688,0.00316749,0.00008996,0.00016457,0.00707201,0.25774872,0.02009065,0.01509388,0.12284392,0.00002660,0.01812229,0.00007957,0.00010130,0.00014431,0.00027053,0.00196353,0.00065784,0.00023410,0.00458515,0.00637849,0.01111078,0.00093203,0.00386935,0.00204325,0.00478554,0.00307492,0.00271533,0.00036456,0.00030664,0.00000057,0.02195487,0.02195474,0.14912128,0.06899826,0.00002606,0.00000018,0.00000027,0.00000080,0.00000057,0,0.01158481502862188,-0.056575452966219617,-0.03315257226441542,0.46236592531204224,0.4206288754940033,0,0.46236592531204224,0.4206288754940033,0
00:00:02:03,51,0.10588221,0.08632359,0.04636467,0.07496661,0.10365420,0.44063330,0.00671731,0.08589844,0.09704721,0.08222628,0.04180176,0.09400390,0.31146404,0.00433754,0.00017047,0.00017304,0.00651679,0.33835864,0.01258026,0.01676682,0.03482922,0.00003725,0.00452094,0.00099213,0.00123159,0.00086955,0.00144574,0.00211323,0.00058054,0.00190967,0.01876092,0.00245868,0.00369444,0.00061782,0.00786257,0.00360053,0.00524707,0.00598456,0.00670394,0.00193608,0.00189001,0.00000133,0.02430309,0.02156972,0.13926227,0.06280223,0.00004872,0.00000035,0.00000038,0.00000121,0.00000133,0,0.012471827217710322,-0.0644782729566484,-0.029110689961314884,0.4630047678947449,0.422892689704895,0,0.4630047678947449,0.422892689704895,0
