timecode,blendShapeCount,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileLeft,mouthSmileRight,mouthFrownLeft,mouthFrownRight,mouthDimpleLeft,mouthDimpleRight,mouthStretchLeft,mouthStretchRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressLeft,mouthPressRight,mouthLowerDownLeft,mouthLowerDownRight,mouthUpperUpLeft,mouthUpperUpRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,tongueOut,headYaw,headPitch,headRoll,leftEyeYaw,leftEyePitch,leftEyeRoll,rightEyeYaw,rightEyePitch,rightEyeRoll
00:00:00:12,51,0.21978509,0.47325122,0.07556637,0.05815953,0.01239504,0.37735516,0.00320401,0.15859926,0.46595129,0.04332657,0.08132445,0.01058833,0.27636582,0.00267426,0.00002793,0.00002023,0.00870409,0.02474306,0.00560857,0.00054179,0.02853481,0.00033780,0.00311231,0.00006458,0.00004780,0.00011012,0.00011568,0.00255113,0.00418021,0.00037336,0.00027279,0.05694738,0.04251784,0.01033864,0.00163075,0.03053612,0.03054456,0.00049400,0.00036584,0.00001847,0.00002339,0.00000032,0.09446372,0.00691441,0.04314389,0.03722784,0.00001401,0.00000006,0.00000018,0.00000033,0.00000032,0,0.1486718738400526,-0.012489119414554712,-0.034335503362705154,0.47108811140060425,0.47810786962509155,0,0.5719509124755859,0.4852695167064667,0
00:00:00:13,51,0.22959173,0.45263740,0.04053325,0.09161244,0.01490307,0.45241675,0.00303617,0.17327027,0.43024224,0.08585264,0.04550814,0.01269579,0.28078559,0.00231356,0.00002311,0.00002508,0.00758452,0.03371298,0.01066569,0.00025746,0.01472661,0.00053147,0.00204005,0.00008402,0.00005781,0.00009539,0.00009969,0.00326093,0.00660656,0.00044540,0.00027538,0.09973278,0.09548552,0.01861242,0.00093584,0.05792399,0.04771259,0.00029234,0.00021403,0.00000845,0.00001177,0.00000029,0.13310915,0.00441503,0.03119362,0.02358728,0.00001542,0.00000005,0.00000020,0.00000023,0.00000029,0,0.13243656084137903,-0.022116649063447513,-0.03506326515351629,0.4732046127319336,0.47707587480545044,0,0.5718112587928772,0.4834856390953064,0
00:00:00:14,51,0.21729322,0.45844293,0.06942677,0.05813206,0.01575967,0.46617600,0.00361845,0.11421280,0.41841149,0.05312179,0.06676921,0.01278984,0.25733545,0.00343256,0.00003602,0.00002941,0.00364908,0.01950378,0.00684112,0.00047509,0.00972046,0.00049537,0.00171074,0.00022082,0.00032980,0.00015920,0.00016840,0.00101120,0.00562462,0.00072704,0.00103480,0.02157629,0.03610558,0.00586600,0.00149047,0.02371696,0.06992943,0.00042573,0.00020061,0.00001975,0.00003792,0.00000042,0.08324210,0.01708339,0.03917636,0.03247370,0.00001254,0.00000006,0.00000015,0.00000034,0.00000042,0,0.10855670339488471,-0.01750379742683885,-0.03600622371954762,0.4722524583339691,0.47662314772605896,0,0.5707311630249023,0.4833880662918091,0
00:00:00:15,51,0.26641998,0.53343552,0.06861062,0.06216632,0.01268308,0.51363629,0.00286368,0.18534364,0.49677595,0.05515365,0.06655173,0.00893879,0.25679028,0.00199923,0.00003659,0.00003005,0.00513710,0.02356611,0.00881360,0.00050838,0.01368475,0.00070014,0.00168306,0.00017581,0.00022978,0.00006919,0.00006279,0.00115206,0.00794405,0.00057615,0.00046952,0.02314434,0.05524170,0.00485168,0.00098128,0.02600736,0.05967808,0.00042790,0.00021922,0.00001416,0.00002826,0.00000031,0.08105160,0.01928763,0.03180170,0.03160392,0.00001406,0.00000005,0.00000013,0.00000031,0.00000031,0,0.11058618387390523,-0.018070271920975246,-0.034532780408310954,0.47190436720848083,0.47728702425956726,0,0.570708155632019,0.48274102807044983,0
00:00:00:16,51,0.23727608,0.48839241,0.03587248,0.10376423,0.01717132,0.48491088,0.00318288,0.18379614,0.43411154,0.10553760,0.03524543,0.01236584,0.30755016,0.00207671,0.00004662,0.00002985,0.00280254,0.02233940,0.00969889,0.00027907,0.00289884,0.00048972,0.00131907,0.00080339,0.00109013,0.00013741,0.00015616,0.00241083,0.00785593,0.00109262,0.00193336,0.02322812,0.05008810,0.00584327,0.00102076,0.06093057,0.10718811,0.00036117,0.00022051,0.00002213,0.00003930,0.00000045,0.06764591,0.01857711,0.04062457,0.03104915,0.00001729,0.00000005,0.00000017,0.00000031,0.00000045,0,0.10833258164413555,-0.02010411067981274,-0.03498117358540686,0.47382989525794983,0.47599950432777405,0,0.5702018737792969,0.4815526008605957,0
00:00:00:17,51,0.28915364,0.53657985,0.07157505,0.05378473,0.01201007,0.50275671,0.00245997,0.17292768,0.49718577,0.05275647,0.07227748,0.00890780,0.25579050,0.00205444,0.00003343,0.00002292,0.00352772,0.01691335,0.00609590,0.00032766,0.00561051,0.00046430,0.00169531,0.00037897,0.00049118,0.00025331,0.00026365,0.00151297,0.00583472,0.00096307,0.00124077,0.02711501,0.03058289,0.01225579,0.00207772,0.04412201,0.08586280,0.00029233,0.00017017,0.00003024,0.00005537,0.00000049,0.05759484,0.02382598,0.04570934,0.04280195,0.00001392,0.00000007,0.00000016,0.00000037,0.00000049,0,0.10155509929534395,-0.01092755181671313,-0.03683893434721394,0.4719080328941345,0.4760094881057739,0,0.570163905620575,0.48215898871421814,0
00:00:00:18,51,0.28798452,0.53586018,0.07721033,0.05323809,0.01189481,0.50357258,0.00242920,0.17731945,0.49667397,0.04787485,0.07597204,0.00876032,0.26063958,0.00197680,0.00003363,0.00002155,0.00354796,0.01663577,0.00588067,0.00031895,0.00495823,0.00038684,0.00193375,0.00043794,0.00057786,0.00027056,0.00027933,0.00151488,0.00597340,0.00103263,0.00132631,0.02669312,0.02957088,0.01186457,0.00212531,0.04540358,0.09297694,0.00030259,0.00017328,0.00003238,0.00005967,0.00000051,0.05894236,0.02370871,0.04388517,0.04397110,0.00001442,0.00000007,0.00000016,0.00000036,0.00000051,0,0.10357905209985734,-0.014279078810661518,-0.036571566435192514,0.4712089002132416,0.47584012150764465,0,0.5701965093612671,0.4819156527519226,0
00:00:00:19,51,0.20747507,0.48285076,0.03789160,0.10028559,0.01690038,0.42523921,0.00359327,0.17122744,0.42257974,0.10595856,0.03226469,0.01272468,0.33721393,0.00217697,0.00006100,0.00002105,0.00156421,0.01002367,0.00376139,0.00032743,0.00276662,0.00033494,0.00120926,0.00174754,0.00314852,0.00060904,0.00066887,0.00141206,0.00629460,0.00243681,0.00556854,0.01143211,0.01048451,0.00610116,0.00240797,0.03613893,0.11517701,0.00042552,0.00025430,0.00006595,0.00014979,0.00000054,0.05846398,0.01985941,0.06521848,0.03253739,0.00001447,0.00000008,0.00000015,0.00000051,0.00000054,0,0.09522847586948058,-0.015678148316989694,-0.04066057704301356,0.47411006689071655,0.4761051535606384,0,0.5697581768035889,0.48290014266967773,0
00:00:00:20,51,0.17910276,0.44585329,0.02642892,0.19504544,0.02097804,0.43387192,0.00465198,0.17901139,0.38329875,0.17678450,0.01148580,0.01400762,0.31149378,0.00219391,0.00007141,0.00002832,0.00128115,0.00936275,0.00383444,0.00066635,0.00631262,0.00049898,0.00107486,0.00170827,0.00336113,0.00028735,0.00029738,0.00112480,0.00654594,0.00220414,0.00408626,0.00495947,0.00773653,0.00242611,0.00217806,0.02066032,0.07452103,0.00054519,0.00030467,0.00007905,0.00019213,0.00000036,0.05675885,0.02208867,0.06342226,0.03198357,0.00001259,0.00000007,0.00000010,0.00000071,0.00000036,0,0.09695058155250699,-0.018976404640009263,-0.040384324314187245,0.4765911102294922,0.4775736629962921,0,0.5704814195632935,0.48310333490371704,0
00:00:00:21,51,0.19985360,0.44525537,0.02601254,0.16119406,0.02134397,0.43691394,0.00392266,0.20024015,0.37528598,0.15306421,0.01676034,0.01477171,0.32596660,0.00179479,0.00005989,0.00002558,0.00128624,0.00930171,0.00337911,0.00048296,0.00449819,0.00053296,0.00082747,0.00143905,0.00272698,0.00071974,0.00081699,0.00119615,0.00531120,0.00213122,0.00597463,0.00909577,0.00688039,0.00577089,0.00393246,0.02836393,0.08808284,0.00047909,0.00030713,0.00011208,0.00027778,0.00000049,0.05466459,0.01806671,0.08388663,0.03437397,0.00001433,0.00000009,0.00000013,0.00000072,0.00000049,0,0.09911067959926663,-0.02451601443539115,-0.042844382899835554,0.4757022261619568,0.47733408212661743,0,0.5704258680343628,0.48368069529533386,0
00:00:00:22,51,0.17911178,0.43179005,0.02592637,0.12156671,0.02028149,0.37870663,0.00445069,0.16747606,0.36862865,0.12616327,0.02892476,0.01508727,0.31406736,0.00226515,0.00002872,0.00002187,0.00174672,0.00820162,0.00241850,0.00031243,0.00761915,0.00057556,0.00101073,0.00033187,0.00048646,0.00117355,0.00153398,0.00117246,0.00305971,0.00118198,0.00423409,0.01869660,0.00817253,0.02169699,0.00588543,0.02768558,0.06467979,0.00023695,0.00015564,0.00007487,0.00015552,0.00000057,0.06180193,0.01859439,0.08839910,0.03753752,0.00000992,0.00000010,0.00000016,0.00000074,0.00000057,0,0.10723622256130882,-0.02345831016386225,-0.04072001577079365,0.4740048050880432,0.4768628478050232,0,0.571271538734436,0.48336055874824524,0
00:00:00:23,51,0.13277376,0.45457435,0.02747499,0.14981453,0.01784318,0.33136550,0.00638897,0.13235626,0.39097625,0.14510614,0.01721686,0.01201399,0.22190389,0.00311465,0.00004871,0.00002341,0.00123890,0.00551495,0.00164698,0.00066625,0.01326598,0.00033345,0.00169901,0.00051684,0.00072826,0.00087502,0.00103622,0.00088922,0.00179529,0.00197926,0.00387743,0.00546997,0.00431221,0.00588384,0.00523478,0.01478187,0.03156007,0.00039116,0.00023806,0.00014408,0.00026041,0.00000045,0.04363423,0.04253840,0.07388642,0.04677369,0.00000908,0.00000008,0.00000013,0.00000122,0.00000045,0,0.11104466444628841,-0.013183416668328313,-0.03283681694466115,0.47544804215431213,0.47690561413764954,0,0.5713285207748413,0.4814499616622925,0
00:00:00:24,51,0.16326262,0.49443379,0.01614853,0.28730756,0.01591647,0.37352347,0.00510576,0.18409865,0.43953818,0.24787708,0.00698298,0.01049132,0.29064131,0.00198329,0.00005042,0.00002568,0.00097221,0.00652380,0.00267694,0.00054751,0.00816693,0.00022387,0.00262470,0.00117634,0.00171710,0.00047801,0.00062208,0.00146162,0.00228662,0.00201933,0.00586098,0.00448747,0.00585554,0.00511539,0.00395923,0.01966334,0.03954302,0.00027150,0.00017707,0.00015968,0.00028013,0.00000037,0.04885818,0.02250709,0.05873217,0.03769158,0.00000916,0.00000006,0.00000011,0.00000094,0.00000037,0,0.10683806456626739,-0.004873798144729597,-0.0392542642828115,0.4791197180747986,0.4758841097354889,0,0.5735949873924255,0.4811747968196869,0
00:00:00:25,51,0.19350152,0.53306746,0.01814841,0.19894180,0.01182761,0.34396306,0.00376837,0.19580334,0.49303362,0.18986377,0.01440605,0.00891394,0.29751685,0.00177722,0.00004941,0.00002678,0.00081996,0.00606967,0.00226086,0.00038423,0.00474528,0.00023416,0.00172065,0.00119768,0.00196356,0.00131419,0.00177623,0.00103593,0.00200633,0.00248938,0.01112615,0.00633950,0.00560441,0.00818582,0.00491182,0.02213548,0.05724217,0.00028464,0.00017252,0.00016069,0.00029069,0.00000059,0.04955762,0.02786505,0.07062678,0.03965997,0.00000991,0.00000009,0.00000013,0.00000089,0.00000059,0,0.1185422175627824,0.002045738534186384,-0.042822408463404585,0.47843366861343384,0.4746650755405426,0,0.5751010179519653,0.4813103675842285,0
00:00:00:26,51,0.21612512,0.53520977,0.01894289,0.19363530,0.01149735,0.34948537,0.00329230,0.19120632,0.50097847,0.18850048,0.01535432,0.00933056,0.31390715,0.00189921,0.00005289,0.00001858,0.00077526,0.00407918,0.00168897,0.00040016,0.00646482,0.00027617,0.00129991,0.00175362,0.00249270,0.00333856,0.00404131,0.00077295,0.00138952,0.00552220,0.01410685,0.00437930,0.00245676,0.01025300,0.00726001,0.01877751,0.03588112,0.00024168,0.00015460,0.00036167,0.00061929,0.00000066,0.06076359,0.02592257,0.07440097,0.03558736,0.00000915,0.00000011,0.00000013,0.00000111,0.00000066,0,0.12688749376089423,0.0013293576458547859,-0.04885434484154256,0.4793037474155426,0.4731229245662689,0,0.5762270092964172,0.48156970739364624,0
00:00:00:27,51,0.15078951,0.49435663,0.00733762,0.31646597,0.01520518,0.34080052,0.00564346,0.14691646,0.45730785,0.31675398,0.00952608,0.01002288,0.26549155,0.00300963,0.00007139,0.00003135,0.00059252,0.00515752,0.00224418,0.00059898,0.00712739,0.00141177,0.00037085,0.00214166,0.00295569,0.00217935,0.00253228,0.00090364,0.00152000,0.00558048,0.01032896,0.00393237,0.00250117,0.00712844,0.00803644,0.02418948,0.03019613,0.00030733,0.00021525,0.00040361,0.00072923,0.00000082,0.05701182,0.03645334,0.07474287,0.03400492,0.00001219,0.00000014,0.00000015,0.00000130,0.00000082,0,0.11991584412517517,-0.005763544436478009,-0.05443603011939202,0.48165783286094666,0.4734523892402649,0,0.5790600776672363,0.4818290174007416,0
00:00:00:28,51,0.15471078,0.52559853,0.00933230,0.27732494,0.01243311,0.29951635,0.00496308,0.17130983,0.49450305,0.28102329,0.01167608,0.00896366,0.31643930,0.00254732,0.00006209,0.00002807,0.00072951,0.00493618,0.00192782,0.00064287,0.01320539,0.00110504,0.00045408,0.00112199,0.00155827,0.00319707,0.00336119,0.00055156,0.00145262,0.00533764,0.00728406,0.00400046,0.00191427,0.00774534,0.00885037,0.01280313,0.02307829,0.00036040,0.00022865,0.00039844,0.00076105,0.00000070,0.05556576,0.04126333,0.10353615,0.03433931,0.00001073,0.00000015,0.00000012,0.00000132,0.00000070,0,0.11641391156652812,0.0017463044361493922,-0.05710227424857435,0.4809475541114807,0.4732459485530853,0,0.5788981318473816,0.4828684628009796,0
00:00:00:29,51,0.16229054,0.47466815,0.01137072,0.30043089,0.01592647,0.36534432,0.00493250,0.17795420,0.43951178,0.27960730,0.00801782,0.01165202,0.31996372,0.00226995,0.00007098,0.00002999,0.00111353,0.00899562,0.00353377,0.00061563,0.01096821,0.00101173,0.00049366,0.00092706,0.00108739,0.00106397,0.00123591,0.00099234,0.00139879,0.00392962,0.00752515,0.00453841,0.00508114,0.00280454,0.00261533,0.02084769,0.02278127,0.00044481,0.00037571,0.00012009,0.00017899,0.00000059,0.05879095,0.03121258,0.08490881,0.03697155,0.00001195,0.00000009,0.00000016,0.00000117,0.00000059,0,0.10889564979796064,-0.005504434598021725,-0.06308512154419542,0.48187142610549927,0.4759683310985565,0,0.5783355832099915,0.48594966530799866,0
00:00:01:00,51,0.15415834,0.42600980,0.01210853,0.27206692,0.02090489,0.37750900,0.00540606,0.16709492,0.38565019,0.25823790,0.01016177,0.01550819,0.33073995,0.00267751,0.00007714,0.00003261,0.00141671,0.01026249,0.00428089,0.00113527,0.02322624,0.00052411,0.00119715,0.00070896,0.00082646,0.00031636,0.00036479,0.00115581,0.00154662,0.00227344,0.00307877,0.00337879,0.00548212,0.00163572,0.00231867,0.01374214,0.01711168,0.00051459,0.00038817,0.00009958,0.00015217,0.00000040,0.06478117,0.02040826,0.07690652,0.03304804,0.00001216,0.00000007,0.00000011,0.00000090,0.00000040,0,0.10803975600053413,-0.007978147746754566,-0.06634586685144361,0.4814349114894867,0.4760245084762573,0,0.5780768394470215,0.486624151468277,0
00:00:01:01,51,0.19277360,0.47403359,0.01114471,0.26249114,0.01740403,0.40682381,0.00444720,0.19120723,0.43735203,0.25313100,0.01257869,0.01237807,0.31184971,0.00214447,0.00006708,0.00003557,0.00148762,0.00929691,0.00370091,0.00126510,0.03727095,0.00080490,0.00122711,0.00045031,0.00059171,0.00011358,0.00012449,0.00113494,0.00258061,0.00111519,0.00155872,0.00326141,0.00636376,0.00159362,0.00201261,0.01113132,0.01863980,0.00048784,0.00032978,0.00006768,0.00011543,0.00000030,0.07283996,0.02023986,0.07104584,0.03265771,0.00001114,0.00000005,0.00000009,0.00000083,0.00000030,0,0.09871730311348398,-0.008032563383266616,-0.06369129190984205,0.4801971912384033,0.4774344265460968,0,0.5783378481864929,0.48742377758026123,0
00:00:01:02,51,0.21323414,0.51953626,0.01177455,0.27103093,0.01445835,0.39820480,0.00397290,0.23146850,0.48576733,0.25496837,0.01121333,0.00992974,0.29536718,0.00166650,0.00006891,0.00004256,0.00131349,0.00823004,0.00336407,0.00143440,0.03916989,0.00119111,0.00092292,0.00053243,0.00062346,0.00012179,0.00013385,0.00124729,0.00197411,0.00134655,0.00187085,0.00266736,0.00616104,0.00138947,0.00210280,0.01305750,0.01475982,0.00043776,0.00034153,0.00006859,0.00010427,0.00000032,0.07077025,0.02425173,0.07225097,0.03361337,0.00001062,0.00000005,0.00000010,0.00000109,0.00000032,0,0.0965041843300304,-0.008286683956138493,-0.06353542008905094,0.480164110660553,0.47846901416778564,0,0.57801753282547,0.48819127678871155,0
00:00:01:03,51,0.14594284,0.43319836,0.01291197,0.26955324,0.01864722,0.36639550,0.00570795,0.15809989,0.40440473,0.24930672,0.00950704,0.01409125,0.30978391,0.00293041,0.00007504,0.00004602,0.00103973,0.00958870,0.00410948,0.00142526,0.03158506,0.00148560,0.00056868,0.00062997,0.00070213,0.00023654,0.00029692,0.00132472,0.00136318,0.00190152,0.00370928,0.00296514,0.00534161,0.00135232,0.00194672,0.01491822,0.01387653,0.00049174,0.00041664,0.00008634,0.00010603,0.00000044,0.07960350,0.01610540,0.05386264,0.03350838,0.00001095,0.00000007,0.00000014,0.00000113,0.00000044,0,0.09359329813292819,-0.011910679345027446,-0.06227239680833561,0.48085322976112366,0.4761315584182739,0,0.5771062970161438,0.48611512780189514,0
